Date,Asthma inhaler_unscaled,Asthma inhaler_monthly,isPartial,scale,Asthma inhaler
2018-06-06,0,0.0,,0.0,0.0
2018-06-07,0,0.0,,0.0,0.0
2018-06-08,0,0.0,,0.0,0.0
2018-06-09,0,0.0,,0.0,0.0
2018-06-10,0,93.0,False,0.93,0.0
2018-06-11,0,93.0,,0.93,0.0
2018-06-12,0,93.0,,0.93,0.0
2018-06-13,68,93.0,,0.93,63.24
2018-06-14,0,93.0,,0.93,0.0
2018-06-15,0,93.0,,0.93,0.0
2018-06-16,0,93.0,,0.93,0.0
2018-06-17,0,0.0,False,0.0,0.0
2018-06-18,0,0.0,,0.0,0.0
2018-06-19,0,0.0,,0.0,0.0
2018-06-20,0,0.0,,0.0,0.0
2018-06-21,0,0.0,,0.0,0.0
2018-06-22,0,0.0,,0.0,0.0
2018-06-23,0,0.0,,0.0,0.0
2018-06-24,0,50.0,False,0.5,0.0
2018-06-25,0,50.0,,0.5,0.0
2018-06-26,0,50.0,,0.5,0.0
2018-06-27,0,50.0,,0.5,0.0
2018-06-28,0,50.0,,0.5,0.0
2018-06-29,0,50.0,,0.5,0.0
2018-06-30,100,50.0,,0.5,50.0
2018-10-01,0,50.0,,0.5,0.0
2018-10-02,0,50.0,,0.5,0.0
2018-10-03,0,50.0,,0.5,0.0
2018-10-04,0,50.0,,0.5,0.0
2018-10-05,0,50.0,,0.5,0.0
2018-10-06,0,50.0,,0.5,0.0
2018-10-07,0,54.0,False,0.54,0.0
2018-10-08,0,54.0,,0.54,0.0
2018-10-09,0,54.0,,0.54,0.0
2018-10-10,0,54.0,,0.54,0.0
2018-10-11,0,54.0,,0.54,0.0
2018-10-12,0,54.0,,0.54,0.0
2018-10-13,0,54.0,,0.54,0.0
2018-10-14,0,0.0,False,0.0,0.0
2018-10-15,100,0.0,,0.0,0.0
2018-10-16,0,0.0,,0.0,0.0
2018-10-17,0,0.0,,0.0,0.0
2018-10-18,0,0.0,,0.0,0.0
2018-10-19,0,0.0,,0.0,0.0
2018-10-20,0,0.0,,0.0,0.0
2018-10-21,0,0.0,False,0.0,0.0
2018-10-22,0,0.0,,0.0,0.0
2018-10-23,0,0.0,,0.0,0.0
2018-10-24,0,0.0,,0.0,0.0
2018-10-25,0,0.0,,0.0,0.0
2018-10-26,0,0.0,,0.0,0.0
2018-10-27,0,0.0,,0.0,0.0
2018-10-28,0,0.0,False,0.0,0.0
2018-10-29,0,0.0,,0.0,0.0
2018-10-30,0,0.0,,0.0,0.0
2018-10-31,0,0.0,,0.0,0.0
2018-11-01,0,0.0,,0.0,0.0
2018-11-02,0,0.0,,0.0,0.0
2018-11-03,0,0.0,,0.0,0.0
2018-11-04,0,0.0,False,0.0,0.0
2018-11-05,0,0.0,,0.0,0.0
2018-11-06,0,0.0,,0.0,0.0
2018-11-07,0,0.0,,0.0,0.0
2018-11-08,0,0.0,,0.0,0.0
2018-11-09,0,0.0,,0.0,0.0
2018-11-10,0,0.0,,0.0,0.0
2018-11-11,0,0.0,False,0.0,0.0
2018-11-12,0,0.0,,0.0,0.0
2018-11-13,0,0.0,,0.0,0.0
2018-11-14,0,0.0,,0.0,0.0
2018-11-15,0,0.0,,0.0,0.0
2018-11-16,0,0.0,,0.0,0.0
2018-11-17,0,0.0,,0.0,0.0
2018-11-18,0,0.0,False,0.0,0.0
2018-11-19,0,0.0,,0.0,0.0
2018-11-20,0,0.0,,0.0,0.0
2018-11-21,0,0.0,,0.0,0.0
2018-11-22,0,0.0,,0.0,0.0
2018-11-23,100,0.0,,0.0,0.0
2018-11-24,0,0.0,,0.0,0.0
2018-11-25,0,0.0,False,0.0,0.0
2018-11-26,0,0.0,,0.0,0.0
2018-11-27,0,0.0,,0.0,0.0
2018-11-28,0,0.0,,0.0,0.0
2018-11-29,0,0.0,,0.0,0.0
2018-11-30,0,0.0,,0.0,0.0
2019-05-01,0,0.0,,0.0,0.0
2019-05-02,0,0.0,,0.0,0.0
2019-05-03,0,0.0,,0.0,0.0
2019-05-04,100,0.0,,0.0,0.0
2019-05-05,0,0.0,False,0.0,0.0
2019-05-06,0,0.0,,0.0,0.0
2019-05-07,0,0.0,,0.0,0.0
2019-05-08,0,0.0,,0.0,0.0
2019-05-09,0,0.0,,0.0,0.0
2019-05-10,0,0.0,,0.0,0.0
2019-05-11,0,0.0,,0.0,0.0
2019-05-12,0,0.0,False,0.0,0.0
2019-05-13,0,0.0,,0.0,0.0
2019-05-14,0,0.0,,0.0,0.0
2019-05-15,0,0.0,,0.0,0.0
2019-05-16,0,0.0,,0.0,0.0
2019-05-17,0,0.0,,0.0,0.0
2019-05-18,0,0.0,,0.0,0.0
2019-05-19,0,51.0,False,0.51,0.0
2019-05-20,0,51.0,,0.51,0.0
2019-05-21,0,51.0,,0.51,0.0
2019-05-22,0,51.0,,0.51,0.0
2019-05-23,72,51.0,,0.51,36.72
2019-05-24,0,51.0,,0.51,0.0
2019-05-25,0,51.0,,0.51,0.0
2019-05-26,0,0.0,False,0.0,0.0
2019-05-27,0,0.0,,0.0,0.0
2019-05-28,0,0.0,,0.0,0.0
2019-05-29,0,0.0,,0.0,0.0
2019-05-30,0,0.0,,0.0,0.0
2019-05-31,0,0.0,,0.0,0.0
2019-06-01,0,0.0,,0.0,0.0
2019-06-02,0,0.0,False,0.0,0.0
2019-06-03,0,0.0,,0.0,0.0
2019-06-04,0,0.0,,0.0,0.0
2019-06-05,0,0.0,,0.0,0.0
2019-06-06,0,0.0,,0.0,0.0
2019-06-07,0,0.0,,0.0,0.0
2019-06-08,0,0.0,,0.0,0.0
2019-06-09,0,0.0,False,0.0,0.0
2019-06-10,0,0.0,,0.0,0.0
2019-06-11,0,0.0,,0.0,0.0
2019-06-12,0,0.0,,0.0,0.0
2019-06-13,0,0.0,,0.0,0.0
2019-06-14,0,0.0,,0.0,0.0
2019-06-15,0,0.0,,0.0,0.0
2019-06-16,0,0.0,False,0.0,0.0
2019-06-17,0,0.0,,0.0,0.0
2019-06-18,0,0.0,,0.0,0.0
2019-06-19,0,0.0,,0.0,0.0
2019-06-20,0,0.0,,0.0,0.0
2019-06-21,0,0.0,,0.0,0.0
2019-06-22,0,0.0,,0.0,0.0
2019-06-23,0,50.0,False,0.5,0.0
2019-06-24,0,50.0,,0.5,0.0
2019-06-25,0,50.0,,0.5,0.0
2019-06-26,0,50.0,,0.5,0.0
2019-06-27,0,50.0,,0.5,0.0
2019-06-28,0,50.0,,0.5,0.0
2019-06-29,100,50.0,,0.5,50.0
2019-06-30,0,0.0,False,0.0,0.0
2019-07-01,0,0.0,,0.0,0.0
2019-07-02,0,0.0,,0.0,0.0
2019-07-03,0,0.0,,0.0,0.0
2019-07-04,0,0.0,,0.0,0.0
2019-07-05,0,0.0,,0.0,0.0
2019-07-06,0,0.0,,0.0,0.0
2019-07-07,0,0.0,False,0.0,0.0
2019-07-08,0,0.0,,0.0,0.0
2019-07-09,0,0.0,,0.0,0.0
2019-07-10,0,0.0,,0.0,0.0
2019-07-11,0,0.0,,0.0,0.0
2019-07-12,0,0.0,,0.0,0.0
2019-07-13,0,0.0,,0.0,0.0
2019-07-14,0,0.0,False,0.0,0.0
2019-07-15,0,0.0,,0.0,0.0
2019-07-16,0,0.0,,0.0,0.0
2019-07-17,91,0.0,,0.0,0.0
2019-07-18,0,0.0,,0.0,0.0
2019-07-19,0,0.0,,0.0,0.0
2019-07-20,0,0.0,,0.0,0.0
2019-07-21,100,0.0,False,0.0,0.0
2019-07-22,0,0.0,,0.0,0.0
2019-07-23,0,0.0,,0.0,0.0
2019-07-24,0,0.0,,0.0,0.0
2019-07-25,0,0.0,,0.0,0.0
2019-07-26,0,0.0,,0.0,0.0
2019-07-27,0,0.0,,0.0,0.0
2019-07-28,0,0.0,False,0.0,0.0
2019-07-29,0,0.0,,0.0,0.0
2019-07-30,0,0.0,,0.0,0.0
2019-07-31,0,0.0,,0.0,0.0
2019-10-01,0,0.0,,0.0,0.0
2019-10-02,0,0.0,,0.0,0.0
2019-10-03,0,0.0,,0.0,0.0
2019-10-04,0,0.0,,0.0,0.0
2019-10-05,0,0.0,,0.0,0.0
2019-10-06,100,46.0,False,0.46,46.0
2019-10-07,0,46.0,,0.46,0.0
2019-10-08,0,46.0,,0.46,0.0
2019-10-09,0,46.0,,0.46,0.0
2019-10-10,0,46.0,,0.46,0.0
2019-10-11,0,46.0,,0.46,0.0
2019-10-12,0,46.0,,0.46,0.0
2019-10-13,0,43.0,False,0.43,0.0
2019-10-14,0,43.0,,0.43,0.0
2019-10-15,0,43.0,,0.43,0.0
2019-10-16,88,43.0,,0.43,37.839999999999996
2019-10-17,0,43.0,,0.43,0.0
2019-10-18,0,43.0,,0.43,0.0
2019-10-19,0,43.0,,0.43,0.0
2019-10-20,0,0.0,False,0.0,0.0
2019-10-21,0,0.0,,0.0,0.0
2019-10-22,0,0.0,,0.0,0.0
2019-10-23,0,0.0,,0.0,0.0
2019-10-24,0,0.0,,0.0,0.0
2019-10-25,0,0.0,,0.0,0.0
2019-10-26,0,0.0,,0.0,0.0
2019-10-27,0,0.0,False,0.0,0.0
2019-10-28,0,0.0,,0.0,0.0
2019-10-29,0,0.0,,0.0,0.0
2019-10-30,0,0.0,,0.0,0.0
2019-10-31,0,0.0,,0.0,0.0
2019-11-01,0,0.0,,0.0,0.0
2019-11-02,0,0.0,,0.0,0.0
2019-11-03,0,0.0,False,0.0,0.0
2019-11-04,0,0.0,,0.0,0.0
2019-11-05,100,0.0,,0.0,0.0
2019-11-06,0,0.0,,0.0,0.0
2019-11-07,0,0.0,,0.0,0.0
2019-11-08,0,0.0,,0.0,0.0
2019-11-09,0,0.0,,0.0,0.0
2019-11-10,0,0.0,False,0.0,0.0
2019-11-11,0,0.0,,0.0,0.0
2019-11-12,0,0.0,,0.0,0.0
2019-11-13,0,0.0,,0.0,0.0
2019-11-14,0,0.0,,0.0,0.0
2019-11-15,0,0.0,,0.0,0.0
2019-11-16,0,0.0,,0.0,0.0
2019-11-17,0,0.0,False,0.0,0.0
2019-11-18,0,0.0,,0.0,0.0
2019-11-19,0,0.0,,0.0,0.0
2019-11-20,0,0.0,,0.0,0.0
2019-11-21,0,0.0,,0.0,0.0
2019-11-22,0,0.0,,0.0,0.0
2019-11-23,0,0.0,,0.0,0.0
2019-11-24,0,0.0,False,0.0,0.0
2019-11-25,0,0.0,,0.0,0.0
2019-11-26,0,0.0,,0.0,0.0
2019-11-27,0,0.0,,0.0,0.0
2019-11-28,0,0.0,,0.0,0.0
2019-11-29,0,0.0,,0.0,0.0
2019-11-30,0,0.0,,0.0,0.0
2019-12-01,0,93.0,False,0.93,0.0
2019-12-02,86,93.0,,0.93,79.98
2019-12-03,0,93.0,,0.93,0.0
2019-12-04,0,93.0,,0.93,0.0
2019-12-05,0,93.0,,0.93,0.0
2019-12-06,0,93.0,,0.93,0.0
2019-12-07,0,93.0,,0.93,0.0
2019-12-08,100,47.0,False,0.47,47.0
2019-12-09,0,47.0,,0.47,0.0
2019-12-10,0,47.0,,0.47,0.0
2019-12-11,95,47.0,,0.47,44.65
2019-12-12,0,47.0,,0.47,0.0
2019-12-13,0,47.0,,0.47,0.0
2019-12-14,0,47.0,,0.47,0.0
2019-12-15,0,0.0,False,0.0,0.0
2019-12-16,0,0.0,,0.0,0.0
2019-12-17,0,0.0,,0.0,0.0
2019-12-18,0,0.0,,0.0,0.0
2019-12-19,0,0.0,,0.0,0.0
2019-12-20,0,0.0,,0.0,0.0
2019-12-21,0,0.0,,0.0,0.0
2019-12-22,0,0.0,False,0.0,0.0
2019-12-23,0,0.0,,0.0,0.0
2019-12-24,0,0.0,,0.0,0.0
2019-12-25,0,0.0,,0.0,0.0
2019-12-26,0,0.0,,0.0,0.0
2019-12-27,0,0.0,,0.0,0.0
2019-12-28,0,0.0,,0.0,0.0
2019-12-29,0,0.0,False,0.0,0.0
2019-12-30,0,0.0,,0.0,0.0
2019-12-31,0,0.0,,0.0,0.0
2020-02-01,0,0.0,,0.0,0.0
2020-02-02,0,45.0,False,0.45,0.0
2020-02-03,0,45.0,,0.45,0.0
2020-02-04,0,45.0,,0.45,0.0
2020-02-05,0,45.0,,0.45,0.0
2020-02-06,0,45.0,,0.45,0.0
2020-02-07,0,45.0,,0.45,0.0
2020-02-08,0,45.0,,0.45,0.0
2020-02-09,0,0.0,False,0.0,0.0
2020-02-10,0,0.0,,0.0,0.0
2020-02-11,0,0.0,,0.0,0.0
2020-02-12,0,0.0,,0.0,0.0
2020-02-13,0,0.0,,0.0,0.0
2020-02-14,0,0.0,,0.0,0.0
2020-02-15,0,0.0,,0.0,0.0
2020-02-16,0,0.0,False,0.0,0.0
2020-02-17,0,0.0,,0.0,0.0
2020-02-18,0,0.0,,0.0,0.0
2020-02-19,0,0.0,,0.0,0.0
2020-02-20,0,0.0,,0.0,0.0
2020-02-21,0,0.0,,0.0,0.0
2020-02-22,0,0.0,,0.0,0.0
2020-02-23,0,42.0,False,0.42,0.0
2020-02-24,0,42.0,,0.42,0.0
2020-02-25,0,42.0,,0.42,0.0
2020-02-26,100,42.0,,0.42,42.0
2020-02-27,0,42.0,,0.42,0.0
2020-02-28,0,42.0,,0.42,0.0
2020-02-29,0,42.0,,0.42,0.0
2020-03-01,0,0.0,False,0.0,0.0
2020-03-02,0,0.0,,0.0,0.0
2020-03-03,0,0.0,,0.0,0.0
2020-03-04,0,0.0,,0.0,0.0
2020-03-05,0,0.0,,0.0,0.0
2020-03-06,0,0.0,,0.0,0.0
2020-03-07,0,0.0,,0.0,0.0
2020-03-08,0,0.0,False,0.0,0.0
2020-03-09,0,0.0,,0.0,0.0
2020-03-10,0,0.0,,0.0,0.0
2020-03-11,0,0.0,,0.0,0.0
2020-03-12,0,0.0,,0.0,0.0
2020-03-13,0,0.0,,0.0,0.0
2020-03-14,0,0.0,,0.0,0.0
2020-03-15,0,80.0,False,0.8,0.0
2020-03-16,100,80.0,,0.8,80.0
2020-03-17,0,80.0,,0.8,0.0
2020-03-18,0,80.0,,0.8,0.0
2020-03-19,99,80.0,,0.8,79.2
2020-03-20,0,80.0,,0.8,0.0
2020-03-21,0,80.0,,0.8,0.0
2020-03-22,0,76.0,False,0.76,0.0
2020-03-23,86,76.0,,0.76,65.36
2020-03-24,0,76.0,,0.76,0.0
2020-03-25,0,76.0,,0.76,0.0
2020-03-26,0,76.0,,0.76,0.0
2020-03-27,0,76.0,,0.76,0.0
2020-03-28,0,76.0,,0.76,0.0
2020-03-29,0,0.0,False,0.0,0.0
2020-03-30,0,0.0,,0.0,0.0
2020-03-31,0,0.0,,0.0,0.0
2020-04-01,0,0.0,,0.0,0.0
2020-04-02,0,0.0,,0.0,0.0
2020-04-03,0,0.0,,0.0,0.0
2020-04-04,0,0.0,,0.0,0.0
2020-04-05,0,0.0,False,0.0,0.0
2020-04-06,0,0.0,,0.0,0.0
2020-04-07,0,0.0,,0.0,0.0
2020-04-08,0,0.0,,0.0,0.0
2020-04-09,0,0.0,,0.0,0.0
2020-04-10,0,0.0,,0.0,0.0
2020-04-11,0,0.0,,0.0,0.0
2020-04-12,0,0.0,False,0.0,0.0
2020-04-13,0,0.0,,0.0,0.0
2020-04-14,0,0.0,,0.0,0.0
2020-04-15,0,0.0,,0.0,0.0
2020-04-16,0,0.0,,0.0,0.0
2020-04-17,0,0.0,,0.0,0.0
2020-04-18,0,0.0,,0.0,0.0
2020-04-19,0,36.0,False,0.36,0.0
2020-04-20,100,36.0,,0.36,36.0
2020-04-21,0,36.0,,0.36,0.0
2020-04-22,0,36.0,,0.36,0.0
2020-04-23,0,36.0,,0.36,0.0
2020-04-24,0,36.0,,0.36,0.0
2020-04-25,0,36.0,,0.36,0.0
2020-04-26,0,0.0,False,0.0,0.0
2020-04-27,0,0.0,,0.0,0.0
2020-04-28,0,0.0,,0.0,0.0
2020-04-29,0,0.0,,0.0,0.0
2020-04-30,0,0.0,,0.0,0.0
2020-05-01,0,0.0,,0.0,0.0
2020-05-02,0,0.0,,0.0,0.0
2020-05-03,0,35.0,False,0.35,0.0
2020-05-04,0,35.0,,0.35,0.0
2020-05-05,0,35.0,,0.35,0.0
2020-05-06,0,35.0,,0.35,0.0
2020-05-07,0,35.0,,0.35,0.0
2020-05-08,0,35.0,,0.35,0.0
2020-05-09,0,35.0,,0.35,0.0
2020-05-10,0,0.0,False,0.0,0.0
2020-05-11,0,0.0,,0.0,0.0
2020-05-12,0,0.0,,0.0,0.0
2020-05-13,0,0.0,,0.0,0.0
2020-05-14,0,0.0,,0.0,0.0
2020-05-15,0,0.0,,0.0,0.0
2020-05-16,0,0.0,,0.0,0.0
2020-05-17,100,39.0,False,0.39,39.0
2020-05-18,0,39.0,,0.39,0.0
2020-05-19,0,39.0,,0.39,0.0
2020-05-20,0,39.0,,0.39,0.0
2020-05-21,0,39.0,,0.39,0.0
2020-05-22,0,39.0,,0.39,0.0
2020-05-23,0,39.0,,0.39,0.0
2020-05-24,0,0.0,False,0.0,0.0
2020-05-25,0,0.0,,0.0,0.0
2020-05-26,0,0.0,,0.0,0.0
2020-05-27,0,0.0,,0.0,0.0
2020-05-28,0,0.0,,0.0,0.0
2020-05-29,0,0.0,,0.0,0.0
2020-05-30,0,0.0,,0.0,0.0
2020-05-31,0,0.0,False,0.0,0.0
2020-06-01,0,0.0,,0.0,0.0
2020-06-02,0,0.0,,0.0,0.0
2020-06-03,0,0.0,,0.0,0.0
2020-06-04,0,0.0,,0.0,0.0
2020-06-05,0,0.0,,0.0,0.0
2020-06-06,0,0.0,,0.0,0.0
2020-06-07,0,0.0,False,0.0,0.0
2020-06-08,0,0.0,,0.0,0.0
2020-06-09,0,0.0,,0.0,0.0
2020-06-10,0,0.0,,0.0,0.0
2020-06-11,0,0.0,,0.0,0.0
2020-06-12,0,0.0,,0.0,0.0
2020-06-13,0,0.0,,0.0,0.0
2020-06-14,0,0.0,False,0.0,0.0
2020-06-15,0,0.0,,0.0,0.0
2020-06-16,0,0.0,,0.0,0.0
2020-06-17,100,0.0,,0.0,0.0
2020-06-18,0,0.0,,0.0,0.0
2020-06-19,0,0.0,,0.0,0.0
2020-06-20,0,0.0,,0.0,0.0
2020-06-21,0,0.0,False,0.0,0.0
2020-06-22,0,0.0,,0.0,0.0
2020-06-23,0,0.0,,0.0,0.0
2020-06-24,0,0.0,,0.0,0.0
2020-06-25,0,0.0,,0.0,0.0
2020-06-26,0,0.0,,0.0,0.0
2020-06-27,0,0.0,,0.0,0.0
2020-06-28,0,0.0,False,0.0,0.0
2020-06-29,0,0.0,,0.0,0.0
2020-06-30,0,0.0,,0.0,0.0
2020-07-01,0,0.0,,0.0,0.0
2020-07-02,0,0.0,,0.0,0.0
2020-07-03,0,0.0,,0.0,0.0
2020-07-04,0,0.0,,0.0,0.0
2020-07-05,0,44.0,False,0.44,0.0
2020-07-06,0,44.0,,0.44,0.0
2020-07-07,0,44.0,,0.44,0.0
2020-07-08,0,44.0,,0.44,0.0
2020-07-09,100,44.0,,0.44,44.0
2020-07-10,0,44.0,,0.44,0.0
2020-07-11,0,44.0,,0.44,0.0
2020-07-12,0,0.0,False,0.0,0.0
2020-07-13,0,0.0,,0.0,0.0
2020-07-14,0,0.0,,0.0,0.0
2020-07-15,0,0.0,,0.0,0.0
2020-07-16,0,0.0,,0.0,0.0
2020-07-17,0,0.0,,0.0,0.0
2020-07-18,0,0.0,,0.0,0.0
2020-07-19,0,0.0,False,0.0,0.0
2020-07-20,0,0.0,,0.0,0.0
2020-07-21,0,0.0,,0.0,0.0
2020-07-22,0,0.0,,0.0,0.0
2020-07-23,0,0.0,,0.0,0.0
2020-07-24,0,0.0,,0.0,0.0
2020-07-25,0,0.0,,0.0,0.0
2020-07-26,0,0.0,False,0.0,0.0
2020-07-27,0,0.0,,0.0,0.0
2020-07-28,0,0.0,,0.0,0.0
2020-07-29,0,0.0,,0.0,0.0
2020-07-30,87,0.0,,0.0,0.0
2020-07-31,0,0.0,,0.0,0.0
2020-08-01,0,0.0,,0.0,0.0
2020-08-02,0,0.0,False,0.0,0.0
2020-08-03,0,0.0,,0.0,0.0
2020-08-04,0,0.0,,0.0,0.0
2020-08-05,0,0.0,,0.0,0.0
2020-08-06,0,0.0,,0.0,0.0
2020-08-07,0,0.0,,0.0,0.0
2020-08-08,100,0.0,,0.0,0.0
2020-08-09,0,38.0,False,0.38,0.0
2020-08-10,0,38.0,,0.38,0.0
2020-08-11,0,38.0,,0.38,0.0
2020-08-12,76,38.0,,0.38,28.88
2020-08-13,0,38.0,,0.38,0.0
2020-08-14,0,38.0,,0.38,0.0
2020-08-15,0,38.0,,0.38,0.0
2020-08-16,0,0.0,False,0.0,0.0
2020-08-17,0,0.0,,0.0,0.0
2020-08-18,0,0.0,,0.0,0.0
2020-08-19,0,0.0,,0.0,0.0
2020-08-20,0,0.0,,0.0,0.0
2020-08-21,0,0.0,,0.0,0.0
2020-08-22,0,0.0,,0.0,0.0
2020-08-23,0,0.0,False,0.0,0.0
2020-08-24,0,0.0,,0.0,0.0
2020-08-25,0,0.0,,0.0,0.0
2020-08-26,0,0.0,,0.0,0.0
2020-08-27,0,0.0,,0.0,0.0
2020-08-28,0,0.0,,0.0,0.0
2020-08-29,0,0.0,,0.0,0.0
2020-08-30,0,0.0,False,0.0,0.0
2020-08-31,0,0.0,,0.0,0.0
2020-10-01,0,0.0,,0.0,0.0
2020-10-02,0,0.0,,0.0,0.0
2020-10-03,0,0.0,,0.0,0.0
2020-10-04,0,0.0,False,0.0,0.0
2020-10-05,0,0.0,,0.0,0.0
2020-10-06,0,0.0,,0.0,0.0
2020-10-07,0,0.0,,0.0,0.0
2020-10-08,0,0.0,,0.0,0.0
2020-10-09,0,0.0,,0.0,0.0
2020-10-10,0,0.0,,0.0,0.0
2020-10-11,100,100.0,False,1.0,100.0
2020-10-12,0,100.0,,1.0,0.0
2020-10-13,0,100.0,,1.0,0.0
2020-10-14,98,100.0,,1.0,98.0
2020-10-15,0,100.0,,1.0,0.0
2020-10-16,0,100.0,,1.0,0.0
2020-10-17,0,100.0,,1.0,0.0
2020-10-18,0,0.0,False,0.0,0.0
2020-10-19,0,0.0,,0.0,0.0
2020-10-20,0,0.0,,0.0,0.0
