Date,oxygen_unscaled,oxygen_monthly,isPartial,scale,oxygen
2019-12-12,41,29.0,,0.29,11.889999999999999
2019-12-13,0,29.0,,0.29,0.0
2019-12-14,50,29.0,,0.29,14.499999999999998
2019-12-15,44,15.0,False,0.15,6.6
2019-12-16,0,15.0,,0.15,0.0
2019-12-17,0,15.0,,0.15,0.0
2019-12-18,0,15.0,,0.15,0.0
2019-12-19,43,15.0,,0.15,6.45
2019-12-20,0,15.0,,0.15,0.0
2019-12-21,0,15.0,,0.15,0.0
2019-12-22,0,51.0,False,0.51,0.0
2019-12-23,0,51.0,,0.51,0.0
2019-12-24,53,51.0,,0.51,27.03
2019-12-25,0,51.0,,0.51,0.0
2019-12-26,48,51.0,,0.51,24.48
2019-12-27,100,51.0,,0.51,51.0
2019-12-28,52,51.0,,0.51,26.52
2019-12-29,0,0.0,False,0.0,0.0
2019-12-30,0,0.0,,0.0,0.0
2019-12-31,0,0.0,,0.0,0.0
2020-01-01,0,0.0,,0.0,0.0
2020-01-02,0,0.0,,0.0,0.0
2020-01-03,0,0.0,,0.0,0.0
2020-01-04,0,0.0,,0.0,0.0
2020-01-05,0,21.0,False,0.21,0.0
2020-01-06,49,21.0,,0.21,10.29
2020-01-07,50,21.0,,0.21,10.5
2020-01-08,100,21.0,,0.21,21.0
2020-01-09,50,21.0,,0.21,10.5
2020-01-10,0,21.0,,0.21,0.0
2020-01-11,0,21.0,,0.21,0.0
2020-01-12,0,27.0,False,0.27,0.0
2020-01-13,0,27.0,,0.27,0.0
2020-01-14,42,27.0,,0.27,11.34
2020-01-15,45,27.0,,0.27,12.15
2020-01-16,0,27.0,,0.27,0.0
2020-01-17,56,27.0,,0.27,15.120000000000001
2020-01-18,0,27.0,,0.27,0.0
2020-01-19,0,28.0,False,0.28,0.0
2020-01-20,0,28.0,,0.28,0.0
2020-01-21,47,28.0,,0.28,13.160000000000002
2020-01-22,0,28.0,,0.28,0.0
2020-01-23,99,28.0,,0.28,27.720000000000002
2020-01-24,56,28.0,,0.28,15.680000000000001
2020-01-25,62,28.0,,0.28,17.360000000000003
2020-01-26,0,55.0,False,0.55,0.0
2020-01-27,51,55.0,,0.55,28.05
2020-01-28,0,55.0,,0.55,0.0
2020-01-29,46,55.0,,0.55,25.3
2020-01-30,0,55.0,,0.55,0.0
2020-01-31,53,55.0,,0.55,29.150000000000002
2020-02-01,0,55.0,,0.55,0.0
2020-02-02,0,48.0,False,0.48,0.0
2020-02-03,44,48.0,,0.48,21.119999999999997
2020-02-04,91,48.0,,0.48,43.68
2020-02-05,0,48.0,,0.48,0.0
2020-02-06,100,48.0,,0.48,48.0
2020-02-07,54,48.0,,0.48,25.919999999999998
2020-02-08,57,48.0,,0.48,27.36
2020-02-09,51,46.0,False,0.46,23.46
2020-02-10,0,46.0,,0.46,0.0
2020-02-11,44,46.0,,0.46,20.240000000000002
2020-02-12,45,46.0,,0.46,20.7
2020-02-13,0,46.0,,0.46,0.0
2020-02-14,51,46.0,,0.46,23.46
2020-02-15,55,46.0,,0.46,25.3
2020-02-16,94,45.0,False,0.45,42.300000000000004
2020-02-17,0,45.0,,0.45,0.0
2020-02-18,0,45.0,,0.45,0.0
2020-02-19,0,45.0,,0.45,0.0
2020-02-20,0,45.0,,0.45,0.0
2020-02-21,0,45.0,,0.45,0.0
2020-02-22,0,45.0,,0.45,0.0
2020-02-23,0,39.0,False,0.39,0.0
2020-02-24,44,39.0,,0.39,17.16
2020-02-25,45,39.0,,0.39,17.55
2020-02-26,44,39.0,,0.39,17.16
2020-02-27,0,39.0,,0.39,0.0
2020-02-28,0,39.0,,0.39,0.0
2020-02-29,0,39.0,,0.39,0.0
2020-03-01,0,52.0,False,0.52,0.0
2020-03-02,25,52.0,,0.52,13.0
2020-03-03,26,52.0,,0.52,13.52
2020-03-04,100,52.0,,0.52,52.0
2020-03-05,53,52.0,,0.52,27.560000000000002
2020-03-06,0,52.0,,0.52,0.0
2020-03-07,0,52.0,,0.52,0.0
2020-03-08,28,45.0,False,0.45,12.6
2020-03-09,26,45.0,,0.45,11.700000000000001
2020-03-10,25,45.0,,0.45,11.25
2020-03-11,76,45.0,,0.45,34.2
2020-03-12,26,45.0,,0.45,11.700000000000001
2020-03-13,30,45.0,,0.45,13.5
2020-03-14,34,45.0,,0.45,15.3
2020-03-15,56,49.0,False,0.49,27.439999999999998
2020-03-16,49,49.0,,0.49,24.009999999999998
2020-03-17,25,49.0,,0.49,12.25
2020-03-18,24,49.0,,0.49,11.76
2020-03-19,24,49.0,,0.49,11.76
2020-03-20,0,49.0,,0.49,0.0
2020-03-21,0,49.0,,0.49,0.0
2020-03-22,0,64.0,False,0.64,0.0
2020-03-23,21,64.0,,0.64,13.44
2020-03-24,47,64.0,,0.64,30.080000000000002
2020-03-25,25,64.0,,0.64,16.0
2020-03-26,25,64.0,,0.64,16.0
2020-03-27,27,64.0,,0.64,17.28
2020-03-28,29,64.0,,0.64,18.56
2020-03-29,27,61.0,False,0.61,16.47
2020-03-30,74,61.0,,0.61,45.14
2020-03-31,25,61.0,,0.61,15.25
2020-04-01,51,61.0,,0.61,31.11
2020-04-02,49,61.0,,0.61,29.89
2020-04-03,28,61.0,,0.61,17.08
2020-04-04,0,61.0,,0.61,0.0
2020-04-05,27,30.0,False,0.3,8.1
2020-04-06,25,30.0,,0.3,7.5
2020-04-07,50,30.0,,0.3,15.0
2020-04-08,0,30.0,,0.3,0.0
2020-04-09,26,30.0,,0.3,7.8
2020-04-10,29,30.0,,0.3,8.7
2020-04-11,0,30.0,,0.3,0.0
2020-04-12,0,63.0,False,0.63,0.0
2020-04-13,26,63.0,,0.63,16.38
2020-04-14,24,63.0,,0.63,15.120000000000001
2020-04-15,0,63.0,,0.63,0.0
2020-04-16,67,63.0,,0.63,42.21
2020-04-17,0,63.0,,0.63,0.0
2020-04-18,0,63.0,,0.63,0.0
2020-04-19,100,56.0,False,0.56,56.00000000000001
2020-04-20,45,56.0,,0.56,25.200000000000003
2020-04-21,69,56.0,,0.56,38.64
2020-04-22,47,56.0,,0.56,26.320000000000004
2020-04-23,22,56.0,,0.56,12.32
2020-04-24,49,56.0,,0.56,27.44
2020-04-25,27,56.0,,0.56,15.120000000000001
2020-04-26,0,33.0,False,0.33,0.0
2020-04-27,0,33.0,,0.33,0.0
2020-04-28,0,33.0,,0.33,0.0
2020-04-29,0,33.0,,0.33,0.0
2020-04-30,63,33.0,,0.33,20.790000000000003
2020-05-01,0,33.0,,0.33,0.0
2020-05-02,0,33.0,,0.33,0.0
2020-05-03,19,65.0,False,0.65,12.35
2020-05-04,18,65.0,,0.65,11.700000000000001
2020-05-05,37,65.0,,0.65,24.05
2020-05-06,37,65.0,,0.65,24.05
2020-05-07,0,65.0,,0.65,0.0
2020-05-08,0,65.0,,0.65,0.0
2020-05-09,92,65.0,,0.65,59.800000000000004
2020-05-10,0,79.0,False,0.79,0.0
2020-05-11,74,79.0,,0.79,58.46
2020-05-12,56,79.0,,0.79,44.24
2020-05-13,19,79.0,,0.79,15.010000000000002
2020-05-14,0,79.0,,0.79,0.0
2020-05-15,0,79.0,,0.79,0.0
2020-05-16,26,79.0,,0.79,20.54
2020-05-17,23,89.0,False,0.89,20.47
2020-05-18,60,89.0,,0.89,53.4
2020-05-19,60,89.0,,0.89,53.4
2020-05-20,20,89.0,,0.89,17.8
2020-05-21,41,89.0,,0.89,36.49
2020-05-22,0,89.0,,0.89,0.0
2020-05-23,100,89.0,,0.89,89.0
2020-05-24,21,28.0,False,0.28,5.880000000000001
2020-05-25,0,28.0,,0.28,0.0
2020-05-26,0,28.0,,0.28,0.0
2020-05-27,0,28.0,,0.28,0.0
2020-05-28,20,28.0,,0.28,5.6000000000000005
2020-05-29,22,28.0,,0.28,6.16
2020-05-30,25,28.0,,0.28,7.000000000000001
2020-05-31,24,70.0,False,0.7,16.799999999999997
2020-06-01,88,70.0,,0.7,61.599999999999994
2020-06-02,33,70.0,,0.7,23.099999999999998
2020-06-03,0,70.0,,0.7,0.0
2020-06-04,31,70.0,,0.7,21.7
2020-06-05,0,70.0,,0.7,0.0
2020-06-06,21,70.0,,0.7,14.7
2020-06-07,18,41.0,False,0.41,7.38
2020-06-08,0,41.0,,0.41,0.0
2020-06-09,32,41.0,,0.41,13.12
2020-06-10,49,41.0,,0.41,20.09
2020-06-11,0,41.0,,0.41,0.0
2020-06-12,20,41.0,,0.41,8.2
2020-06-13,0,41.0,,0.41,0.0
2020-06-14,0,23.0,False,0.23,0.0
2020-06-15,0,23.0,,0.23,0.0
2020-06-16,17,23.0,,0.23,3.91
2020-06-17,50,23.0,,0.23,11.5
2020-06-18,50,23.0,,0.23,11.5
2020-06-19,20,23.0,,0.23,4.6000000000000005
2020-06-20,0,23.0,,0.23,0.0
2020-06-21,0,71.0,False,0.71,0.0
2020-06-22,100,71.0,,0.71,71.0
2020-06-23,17,71.0,,0.71,12.07
2020-06-24,67,71.0,,0.71,47.57
2020-06-25,51,71.0,,0.71,36.21
2020-06-26,0,71.0,,0.71,0.0
2020-06-27,0,71.0,,0.71,0.0
2020-06-28,18,50.0,False,0.5,9.0
2020-06-29,17,50.0,,0.5,8.5
2020-06-30,18,50.0,,0.5,9.0
2020-07-01,100,50.0,,0.5,50.0
2020-07-02,26,50.0,,0.5,13.0
2020-07-03,29,50.0,,0.5,14.5
2020-07-04,0,50.0,,0.5,0.0
2020-07-05,55,60.0,False,0.6,33.0
2020-07-06,0,60.0,,0.6,0.0
2020-07-07,26,60.0,,0.6,15.6
2020-07-08,26,60.0,,0.6,15.6
2020-07-09,29,60.0,,0.6,17.4
2020-07-10,0,60.0,,0.6,0.0
2020-07-11,0,60.0,,0.6,0.0
2020-07-12,30,26.0,False,0.26,7.800000000000001
2020-07-13,53,26.0,,0.26,13.780000000000001
2020-07-14,51,26.0,,0.26,13.26
2020-07-15,0,26.0,,0.26,0.0
2020-07-16,27,26.0,,0.26,7.0200000000000005
2020-07-17,0,26.0,,0.26,0.0
2020-07-18,32,26.0,,0.26,8.32
2020-07-19,58,100.0,False,1.0,58.0
2020-07-20,50,100.0,,1.0,50.0
2020-07-21,25,100.0,,1.0,25.0
2020-07-22,0,100.0,,1.0,0.0
2020-07-23,0,100.0,,1.0,0.0
2020-07-24,0,100.0,,1.0,0.0
2020-07-25,0,100.0,,1.0,0.0
2020-07-26,57,19.0,False,0.19,10.83
2020-07-27,0,19.0,,0.19,0.0
2020-07-28,50,19.0,,0.19,9.5
2020-07-29,49,19.0,,0.19,9.31
2020-07-30,25,19.0,,0.19,4.75
2020-07-31,29,19.0,,0.19,5.51
2020-08-01,42,19.0,,0.19,7.98
2020-08-02,71,43.0,False,0.43,30.53
2020-08-03,66,43.0,,0.43,28.38
2020-08-04,0,43.0,,0.43,0.0
2020-08-05,0,43.0,,0.43,0.0
2020-08-06,32,43.0,,0.43,13.76
2020-08-07,0,43.0,,0.43,0.0
2020-08-08,0,43.0,,0.43,0.0
2020-08-09,0,40.0,False,0.4,0.0
2020-08-10,65,40.0,,0.4,26.0
2020-08-11,0,40.0,,0.4,0.0
2020-08-12,0,40.0,,0.4,0.0
2020-08-13,61,40.0,,0.4,24.400000000000002
2020-08-14,66,40.0,,0.4,26.400000000000002
2020-08-15,73,40.0,,0.4,29.200000000000003
2020-08-16,100,82.0,False,0.82,82.0
2020-08-17,30,82.0,,0.82,24.599999999999998
2020-08-18,29,82.0,,0.82,23.779999999999998
2020-08-19,58,82.0,,0.82,47.559999999999995
2020-08-20,58,82.0,,0.82,47.559999999999995
2020-08-21,32,82.0,,0.82,26.24
2020-08-22,71,82.0,,0.82,58.22
2020-08-23,62,38.0,False,0.38,23.56
2020-08-24,0,38.0,,0.38,0.0
2020-08-25,59,38.0,,0.38,22.42
2020-08-26,30,38.0,,0.38,11.4
2020-08-27,60,38.0,,0.38,22.8
2020-08-28,34,38.0,,0.38,12.92
2020-08-29,72,38.0,,0.38,27.36
2020-08-30,34,47.0,False,0.47,15.979999999999999
2020-08-31,31,47.0,,0.47,14.569999999999999
2020-09-01,64,47.0,,0.47,30.08
2020-09-02,33,47.0,,0.47,15.51
2020-09-03,33,47.0,,0.47,15.51
2020-09-04,0,47.0,,0.47,0.0
2020-09-05,0,47.0,,0.47,0.0
2020-09-06,36,43.0,False,0.43,15.48
2020-09-07,33,43.0,,0.43,14.19
2020-09-08,68,43.0,,0.43,29.24
2020-09-09,99,43.0,,0.43,42.57
2020-09-10,33,43.0,,0.43,14.19
2020-09-11,77,43.0,,0.43,33.11
2020-09-12,42,43.0,,0.43,18.06
2020-09-13,37,78.0,False,0.78,28.86
2020-09-14,65,78.0,,0.78,50.7
2020-09-15,33,78.0,,0.78,25.740000000000002
2020-09-16,100,78.0,,0.78,78.0
2020-09-17,33,78.0,,0.78,25.740000000000002
2020-09-18,0,78.0,,0.78,0.0
2020-09-19,0,78.0,,0.78,0.0
2020-09-20,37,25.0,False,0.25,9.25
2020-09-21,65,25.0,,0.25,16.25
2020-09-22,33,25.0,,0.25,8.25
2020-09-23,0,25.0,,0.25,0.0
2020-09-24,0,25.0,,0.25,0.0
2020-09-25,0,25.0,,0.25,0.0
2020-09-26,43,25.0,,0.25,10.75
2020-09-27,0,14.0,False,0.14,0.0
2020-09-28,0,14.0,,0.14,0.0
2020-09-29,38,14.0,,0.14,5.32
2020-09-30,0,14.0,,0.14,0.0
2020-10-01,58,14.0,,0.14,8.120000000000001
2020-10-02,33,14.0,,0.14,4.62
2020-10-03,0,14.0,,0.14,0.0
2020-10-04,95,43.0,False,0.43,40.85
2020-10-05,0,43.0,,0.43,0.0
2020-10-06,0,43.0,,0.43,0.0
2020-10-07,58,43.0,,0.43,24.94
2020-10-08,29,43.0,,0.43,12.47
2020-10-09,70,43.0,,0.43,30.099999999999998
2020-10-10,37,43.0,,0.43,15.91
2020-10-11,100,23.0,False,0.23,23.0
2020-10-12,0,23.0,,0.23,0.0
2020-10-13,95,23.0,,0.23,21.85
2020-10-14,33,23.0,,0.23,7.590000000000001
2020-10-15,0,23.0,,0.23,0.0
2020-10-16,0,23.0,,0.23,0.0
2020-10-17,0,23.0,,0.23,0.0
2020-10-18,68,23.0,False,0.23,15.64
2020-10-19,32,23.0,,0.23,7.36
2020-10-20,64,23.0,,0.23,14.72
2020-10-21,0,23.0,,0.23,0.0
2020-10-22,0,23.0,,0.23,0.0
2020-10-23,0,23.0,,0.23,0.0
2020-10-24,0,23.0,,0.23,0.0
2020-10-25,0,55.0,False,0.55,0.0
2020-10-26,69,55.0,,0.55,37.95
2020-10-27,64,55.0,,0.55,35.2
2020-10-28,0,55.0,,0.55,0.0
2020-10-29,0,55.0,,0.55,0.0
2020-10-30,68,55.0,,0.55,37.400000000000006
2020-10-31,36,55.0,,0.55,19.8
2020-11-01,95,21.0,False,0.21,19.95
2020-11-02,0,21.0,,0.21,0.0
2020-11-03,0,21.0,,0.21,0.0
2020-11-04,0,21.0,,0.21,0.0
2020-11-05,0,21.0,,0.21,0.0
2020-11-06,0,21.0,,0.21,0.0
2020-11-07,0,21.0,,0.21,0.0
2020-11-08,0,62.0,False,0.62,0.0
2020-11-09,44,62.0,,0.62,27.28
2020-11-10,0,62.0,,0.62,0.0
2020-11-11,45,62.0,,0.62,27.9
2020-11-12,45,62.0,,0.62,27.9
2020-11-13,0,62.0,,0.62,0.0
2020-11-14,58,62.0,,0.62,35.96
2020-11-15,100,69.0,False,0.69,69.0
2020-11-16,88,69.0,,0.69,60.72
2020-11-17,0,69.0,,0.69,0.0
2020-11-18,44,69.0,,0.69,30.36
2020-11-19,0,69.0,,0.69,0.0
2020-11-20,51,69.0,,0.69,35.19
2020-11-21,0,69.0,,0.69,0.0
2020-11-22,48,30.0,False,0.3,14.399999999999999
2020-11-23,0,30.0,,0.3,0.0
2020-11-24,0,30.0,,0.3,0.0
2020-11-25,0,30.0,,0.3,0.0
2020-11-26,43,30.0,,0.3,12.9
2020-11-27,49,30.0,,0.3,14.7
2020-11-28,0,30.0,,0.3,0.0
2020-11-29,0,69.0,False,0.69,0.0
2020-11-30,0,69.0,,0.69,0.0
2020-12-01,38,69.0,,0.69,26.22
2020-12-02,0,69.0,,0.69,0.0
2020-12-03,0,69.0,,0.69,0.0
2020-12-04,44,69.0,,0.69,30.36
2020-12-05,95,69.0,,0.69,65.55
2020-12-06,0,47.0,False,0.47,0.0
2020-12-07,39,47.0,,0.47,18.33
2020-12-08,39,47.0,,0.47,18.33
2020-12-09,0,47.0,,0.47,0.0
2020-12-10,0,47.0,,0.47,0.0
2020-12-11,45,47.0,,0.47,21.15
2020-12-12,0,47.0,,0.47,0.0
2020-12-13,42,16.0,False,0.16,6.72
2020-12-14,81,16.0,,0.16,12.96
2020-12-15,40,16.0,,0.16,6.4
2020-12-16,0,16.0,,0.16,0.0
2020-12-17,39,16.0,,0.16,6.24
2020-12-18,45,16.0,,0.16,7.2
2020-12-19,0,16.0,,0.16,0.0
2020-12-20,44,34.0,False,0.34,14.96
2020-12-21,39,34.0,,0.34,13.260000000000002
2020-12-22,40,34.0,,0.34,13.600000000000001
2020-12-23,0,34.0,,0.34,0.0
2020-12-24,0,34.0,,0.34,0.0
2020-12-25,0,34.0,,0.34,0.0
2020-12-26,0,34.0,,0.34,0.0
2020-12-27,0,44.0,False,0.44,0.0
2020-12-28,0,44.0,,0.44,0.0
2020-12-29,0,44.0,,0.44,0.0
2020-12-30,46,44.0,,0.44,20.24
2020-12-31,100,44.0,,0.44,44.0
2021-01-01,0,44.0,,0.44,0.0
2021-01-02,0,44.0,,0.44,0.0
2021-01-03,62,24.0,False,0.24,14.879999999999999
2021-01-04,31,24.0,,0.24,7.4399999999999995
2021-01-05,30,24.0,,0.24,7.199999999999999
2021-01-06,30,24.0,,0.24,7.199999999999999
2021-01-07,0,24.0,,0.24,0.0
2021-01-08,59,24.0,,0.24,14.16
2021-01-09,0,24.0,,0.24,0.0
2021-01-10,0,22.0,False,0.22,0.0
2021-01-11,26,22.0,,0.22,5.72
2021-01-12,0,22.0,,0.22,0.0
2021-01-13,0,22.0,,0.22,0.0
2021-01-14,0,22.0,,0.22,0.0
2021-01-15,0,22.0,,0.22,0.0
2021-01-16,0,22.0,,0.22,0.0
2021-01-17,28,37.0,False,0.37,10.36
2021-01-18,0,37.0,,0.37,0.0
2021-01-19,0,37.0,,0.37,0.0
2021-01-20,0,37.0,,0.37,0.0
2021-01-21,27,37.0,,0.37,9.99
2021-01-22,0,37.0,,0.37,0.0
2021-01-23,100,37.0,,0.37,37.0
2021-01-24,56,30.0,False,0.3,16.8
2021-01-25,0,30.0,,0.3,0.0
2021-01-26,28,30.0,,0.3,8.4
2021-01-27,27,30.0,,0.3,8.1
2021-01-28,27,30.0,,0.3,8.1
2021-01-29,0,30.0,,0.3,0.0
2021-01-30,73,30.0,,0.3,21.9
2021-01-31,0,47.0,False,0.47,0.0
