Date,chronic_unscaled,chronic_monthly,isPartial,scale,chronic
2019-09-29,0,30.0,False,0.3,0.0
2019-09-30,0,30.0,,0.3,0.0
2019-10-01,61,30.0,,0.3,18.3
2019-10-02,0,30.0,,0.3,0.0
2019-10-03,62,30.0,,0.3,18.599999999999998
2019-10-04,36,30.0,,0.3,10.799999999999999
2019-10-05,73,30.0,,0.3,21.9
2019-10-06,32,71.0,False,0.71,22.72
2019-10-07,31,71.0,,0.71,22.009999999999998
2019-10-08,0,71.0,,0.71,0.0
2019-10-09,0,71.0,,0.71,0.0
2019-10-10,0,71.0,,0.71,0.0
2019-10-11,100,71.0,,0.71,71.0
2019-10-12,0,71.0,,0.71,0.0
2019-10-13,32,19.0,False,0.19,6.08
2019-10-14,0,19.0,,0.19,0.0
2019-10-15,0,19.0,,0.19,0.0
2019-10-16,28,19.0,,0.19,5.32
2019-10-17,0,19.0,,0.19,0.0
2019-10-18,0,19.0,,0.19,0.0
2019-10-19,68,19.0,,0.19,12.92
2019-10-20,0,48.0,False,0.48,0.0
2019-10-21,0,48.0,,0.48,0.0
2019-10-22,0,48.0,,0.48,0.0
2019-10-23,28,48.0,,0.48,13.44
2019-10-24,58,48.0,,0.48,27.84
2019-10-25,70,48.0,,0.48,33.6
2019-10-26,0,48.0,,0.48,0.0
2019-10-27,0,40.0,False,0.4,0.0
2019-10-28,32,40.0,,0.4,12.8
2019-10-29,88,40.0,,0.4,35.2
2019-10-30,29,40.0,,0.4,11.600000000000001
2019-10-31,0,40.0,,0.4,0.0
2019-11-01,45,40.0,,0.4,18.0
2019-11-02,100,40.0,,0.4,40.0
2019-11-03,0,29.0,False,0.29,0.0
2019-11-04,0,29.0,,0.29,0.0
2019-11-05,0,29.0,,0.29,0.0
2019-11-06,0,29.0,,0.29,0.0
2019-11-07,40,29.0,,0.29,11.6
2019-11-08,0,29.0,,0.29,0.0
2019-11-09,0,29.0,,0.29,0.0
2019-11-10,41,28.0,False,0.28,11.48
2019-11-11,38,28.0,,0.28,10.64
2019-11-12,77,28.0,,0.28,21.560000000000002
2019-11-13,0,28.0,,0.28,0.0
2019-11-14,0,28.0,,0.28,0.0
2019-11-15,0,28.0,,0.28,0.0
2019-11-16,0,28.0,,0.28,0.0
2019-11-17,0,59.0,False,0.59,0.0
2019-11-18,38,59.0,,0.59,22.419999999999998
2019-11-19,0,59.0,,0.59,0.0
2019-11-20,41,59.0,,0.59,24.189999999999998
2019-11-21,42,59.0,,0.59,24.779999999999998
2019-11-22,0,59.0,,0.59,0.0
2019-11-23,54,59.0,,0.59,31.86
2019-11-24,0,49.0,False,0.49,0.0
2019-11-25,0,49.0,,0.49,0.0
2019-11-26,0,49.0,,0.49,0.0
2019-11-27,82,49.0,,0.49,40.18
2019-11-28,41,49.0,,0.49,20.09
2019-11-29,47,49.0,,0.49,23.03
2019-11-30,53,49.0,,0.49,25.97
2019-12-01,28,50.0,False,0.5,14.0
2019-12-02,49,50.0,,0.5,24.5
2019-12-03,0,50.0,,0.5,0.0
2019-12-04,0,50.0,,0.5,0.0
2019-12-05,0,50.0,,0.5,0.0
2019-12-06,30,50.0,,0.5,15.0
2019-12-07,100,50.0,,0.5,50.0
2019-12-08,0,31.0,False,0.31,0.0
2019-12-09,50,31.0,,0.31,15.5
2019-12-10,0,31.0,,0.31,0.0
2019-12-11,27,31.0,,0.31,8.37
2019-12-12,0,31.0,,0.31,0.0
2019-12-13,0,31.0,,0.31,0.0
2019-12-14,33,31.0,,0.31,10.23
2019-12-15,58,52.0,False,0.52,30.16
2019-12-16,0,52.0,,0.52,0.0
2019-12-17,25,52.0,,0.52,13.0
2019-12-18,0,52.0,,0.52,0.0
2019-12-19,0,52.0,,0.52,0.0
2019-12-20,0,52.0,,0.52,0.0
2019-12-21,34,52.0,,0.52,17.68
2019-12-22,0,24.0,False,0.24,0.0
2019-12-23,0,24.0,,0.24,0.0
2019-12-24,0,24.0,,0.24,0.0
2019-12-25,0,24.0,,0.24,0.0
2019-12-26,31,24.0,,0.24,7.4399999999999995
2019-12-27,0,24.0,,0.24,0.0
2019-12-28,0,24.0,,0.24,0.0
2019-12-29,0,24.0,False,0.24,0.0
2019-12-30,0,24.0,,0.24,0.0
2019-12-31,35,24.0,,0.24,8.4
2020-01-01,0,24.0,,0.24,0.0
2020-01-02,39,24.0,,0.24,9.36
2020-01-03,37,24.0,,0.24,8.879999999999999
2020-01-04,0,24.0,,0.24,0.0
2020-01-05,69,70.0,False,0.7,48.3
2020-01-06,0,70.0,,0.7,0.0
2020-01-07,0,70.0,,0.7,0.0
2020-01-08,0,70.0,,0.7,0.0
2020-01-09,100,70.0,,0.7,70.0
2020-01-10,0,70.0,,0.7,0.0
2020-01-11,0,70.0,,0.7,0.0
2020-01-12,35,19.0,False,0.19,6.65
2020-01-13,31,19.0,,0.19,5.89
2020-01-14,56,19.0,,0.19,10.64
2020-01-15,30,19.0,,0.19,5.7
2020-01-16,0,19.0,,0.19,0.0
2020-01-17,0,19.0,,0.19,0.0
2020-01-18,41,19.0,,0.19,7.79
2020-01-19,0,30.0,False,0.3,0.0
2020-01-20,0,30.0,,0.3,0.0
2020-01-21,0,30.0,,0.3,0.0
2020-01-22,0,30.0,,0.3,0.0
2020-01-23,33,30.0,,0.3,9.9
2020-01-24,0,30.0,,0.3,0.0
2020-01-25,0,30.0,,0.3,0.0
2020-01-26,0,29.0,False,0.29,0.0
2020-01-27,34,29.0,,0.29,9.86
2020-01-28,93,29.0,,0.29,26.97
2020-01-29,0,29.0,,0.29,0.0
2020-01-30,33,29.0,,0.29,9.569999999999999
2020-01-31,0,29.0,,0.29,0.0
2020-02-01,51,29.0,,0.29,14.79
2020-02-02,0,20.0,False,0.2,0.0
2020-02-03,79,20.0,,0.2,15.8
2020-02-04,0,20.0,,0.2,0.0
2020-02-05,44,20.0,,0.2,8.8
2020-02-06,89,20.0,,0.2,17.8
2020-02-07,0,20.0,,0.2,0.0
2020-02-08,0,20.0,,0.2,0.0
2020-02-09,0,47.0,False,0.47,0.0
2020-02-10,0,47.0,,0.47,0.0
2020-02-11,0,47.0,,0.47,0.0
2020-02-12,41,47.0,,0.47,19.27
2020-02-13,0,47.0,,0.47,0.0
2020-02-14,0,47.0,,0.47,0.0
2020-02-15,100,47.0,,0.47,47.0
2020-02-16,0,27.0,False,0.27,0.0
2020-02-17,0,27.0,,0.27,0.0
2020-02-18,39,27.0,,0.27,10.530000000000001
2020-02-19,0,27.0,,0.27,0.0
2020-02-20,41,27.0,,0.27,11.07
2020-02-21,0,27.0,,0.27,0.0
2020-02-22,0,27.0,,0.27,0.0
2020-02-23,0,65.0,False,0.65,0.0
2020-02-24,0,65.0,,0.65,0.0
2020-02-25,0,65.0,,0.65,0.0
2020-02-26,0,65.0,,0.65,0.0
2020-02-27,40,65.0,,0.65,26.0
2020-02-28,0,65.0,,0.65,0.0
2020-02-29,99,65.0,,0.65,64.35000000000001
2020-03-01,37,46.0,False,0.46,17.02
2020-03-02,0,46.0,,0.46,0.0
2020-03-03,33,46.0,,0.46,15.180000000000001
2020-03-04,66,46.0,,0.46,30.360000000000003
2020-03-05,34,46.0,,0.46,15.64
2020-03-06,0,46.0,,0.46,0.0
2020-03-07,0,46.0,,0.46,0.0
2020-03-08,0,81.0,False,0.81,0.0
2020-03-09,100,81.0,,0.81,81.0
2020-03-10,0,81.0,,0.81,0.0
2020-03-11,0,81.0,,0.81,0.0
2020-03-12,0,81.0,,0.81,0.0
2020-03-13,0,81.0,,0.81,0.0
2020-03-14,86,81.0,,0.81,69.66000000000001
2020-03-15,36,26.0,False,0.26,9.36
2020-03-16,64,26.0,,0.26,16.64
2020-03-17,0,26.0,,0.26,0.0
2020-03-18,62,26.0,,0.26,16.12
2020-03-19,31,26.0,,0.26,8.06
2020-03-20,0,26.0,,0.26,0.0
2020-03-21,77,26.0,,0.26,20.02
2020-03-22,32,75.0,False,0.75,24.0
2020-03-23,28,75.0,,0.75,21.0
2020-03-24,0,75.0,,0.75,0.0
2020-03-25,0,75.0,,0.75,0.0
2020-03-26,33,75.0,,0.75,24.75
2020-03-27,35,75.0,,0.75,26.25
2020-03-28,38,75.0,,0.75,28.5
2020-03-29,70,52.0,False,0.52,36.4
2020-03-30,32,52.0,,0.52,16.64
2020-03-31,0,52.0,,0.52,0.0
2020-04-01,33,52.0,,0.52,17.16
2020-04-02,34,52.0,,0.52,17.68
2020-04-03,36,52.0,,0.52,18.72
2020-04-04,38,52.0,,0.52,19.76
2020-04-05,0,34.0,False,0.34,0.0
2020-04-06,0,34.0,,0.34,0.0
2020-04-07,0,34.0,,0.34,0.0
2020-04-08,0,34.0,,0.34,0.0
2020-04-09,34,34.0,,0.34,11.56
2020-04-10,0,34.0,,0.34,0.0
2020-04-11,0,34.0,,0.34,0.0
2020-04-12,0,16.0,False,0.16,0.0
2020-04-13,0,16.0,,0.16,0.0
2020-04-14,31,16.0,,0.16,4.96
2020-04-15,61,16.0,,0.16,9.76
2020-04-16,30,16.0,,0.16,4.8
2020-04-17,0,16.0,,0.16,0.0
2020-04-18,36,16.0,,0.16,5.76
2020-04-19,100,63.0,False,0.63,63.0
2020-04-20,30,63.0,,0.63,18.9
2020-04-21,31,63.0,,0.63,19.53
2020-04-22,31,63.0,,0.63,19.53
2020-04-23,29,63.0,,0.63,18.27
2020-04-24,0,63.0,,0.63,0.0
2020-04-25,0,63.0,,0.63,0.0
2020-04-26,0,32.0,False,0.32,0.0
2020-04-27,0,32.0,,0.32,0.0
2020-04-28,0,32.0,,0.32,0.0
2020-04-29,59,32.0,,0.32,18.88
2020-04-30,0,32.0,,0.32,0.0
2020-05-01,27,32.0,,0.32,8.64
2020-05-02,0,32.0,,0.32,0.0
2020-05-03,25,61.0,False,0.61,15.25
2020-05-04,72,61.0,,0.61,43.92
2020-05-05,0,61.0,,0.61,0.0
2020-05-06,49,61.0,,0.61,29.89
2020-05-07,0,61.0,,0.61,0.0
2020-05-08,56,61.0,,0.61,34.16
2020-05-09,60,61.0,,0.61,36.6
2020-05-10,0,32.0,False,0.32,0.0
2020-05-11,24,32.0,,0.32,7.68
2020-05-12,0,32.0,,0.32,0.0
2020-05-13,25,32.0,,0.32,8.0
2020-05-14,0,32.0,,0.32,0.0
2020-05-15,0,32.0,,0.32,0.0
2020-05-16,100,32.0,,0.32,32.0
2020-05-17,30,17.0,False,0.17,5.1000000000000005
2020-05-18,0,17.0,,0.17,0.0
2020-05-19,0,17.0,,0.17,0.0
2020-05-20,27,17.0,,0.17,4.590000000000001
2020-05-21,0,17.0,,0.17,0.0
2020-05-22,0,17.0,,0.17,0.0
2020-05-23,0,17.0,,0.17,0.0
2020-05-24,27,32.0,False,0.32,8.64
2020-05-25,73,32.0,,0.32,23.36
2020-05-26,0,32.0,,0.32,0.0
2020-05-27,25,32.0,,0.32,8.0
2020-05-28,26,32.0,,0.32,8.32
2020-05-29,0,32.0,,0.32,0.0
2020-05-30,0,32.0,,0.32,0.0
2020-05-31,0,33.0,False,0.33,0.0
2020-06-01,0,33.0,,0.33,0.0
2020-06-02,100,33.0,,0.33,33.0
2020-06-03,31,33.0,,0.33,10.23
2020-06-04,0,33.0,,0.33,0.0
2020-06-05,0,33.0,,0.33,0.0
2020-06-06,83,33.0,,0.33,27.39
2020-06-07,0,41.0,False,0.41,0.0
2020-06-08,62,41.0,,0.41,25.419999999999998
2020-06-09,0,41.0,,0.41,0.0
2020-06-10,33,41.0,,0.41,13.53
2020-06-11,33,41.0,,0.41,13.53
2020-06-12,39,41.0,,0.41,15.989999999999998
2020-06-13,0,41.0,,0.41,0.0
2020-06-14,0,34.0,False,0.34,0.0
2020-06-15,67,34.0,,0.34,22.78
2020-06-16,33,34.0,,0.34,11.22
2020-06-17,67,34.0,,0.34,22.78
2020-06-18,33,34.0,,0.34,11.22
2020-06-19,39,34.0,,0.34,13.260000000000002
2020-06-20,43,34.0,,0.34,14.620000000000001
2020-06-21,0,33.0,False,0.33,0.0
2020-06-22,0,33.0,,0.33,0.0
2020-06-23,66,33.0,,0.33,21.78
2020-06-24,0,33.0,,0.33,0.0
2020-06-25,68,33.0,,0.33,22.44
2020-06-26,0,33.0,,0.33,0.0
2020-06-27,42,33.0,,0.33,13.860000000000001
2020-06-28,73,45.0,False,0.45,32.85
2020-06-29,67,45.0,,0.45,30.150000000000002
2020-06-30,0,45.0,,0.45,0.0
2020-07-01,0,45.0,,0.45,0.0
2020-07-02,0,45.0,,0.45,0.0
2020-07-03,0,45.0,,0.45,0.0
2020-07-04,0,45.0,,0.45,0.0
2020-07-05,27,57.0,False,0.57,15.389999999999999
2020-07-06,75,57.0,,0.57,42.74999999999999
2020-07-07,100,57.0,,0.57,56.99999999999999
2020-07-08,52,57.0,,0.57,29.639999999999997
2020-07-09,0,57.0,,0.57,0.0
2020-07-10,0,57.0,,0.57,0.0
2020-07-11,32,57.0,,0.57,18.24
2020-07-12,0,28.0,False,0.28,0.0
2020-07-13,25,28.0,,0.28,7.000000000000001
2020-07-14,25,28.0,,0.28,7.000000000000001
2020-07-15,25,28.0,,0.28,7.000000000000001
2020-07-16,0,28.0,,0.28,0.0
2020-07-17,0,28.0,,0.28,0.0
2020-07-18,0,28.0,,0.28,0.0
2020-07-19,55,36.0,False,0.36,19.8
2020-07-20,0,36.0,,0.36,0.0
2020-07-21,0,36.0,,0.36,0.0
2020-07-22,48,36.0,,0.36,17.28
2020-07-23,47,36.0,,0.36,16.919999999999998
2020-07-24,0,36.0,,0.36,0.0
2020-07-25,0,36.0,,0.36,0.0
2020-07-26,27,36.0,False,0.36,9.719999999999999
2020-07-27,24,36.0,,0.36,8.64
2020-07-28,0,36.0,,0.36,0.0
2020-07-29,0,36.0,,0.36,0.0
2020-07-30,0,36.0,,0.36,0.0
2020-07-31,27,36.0,,0.36,9.719999999999999
2020-08-01,0,36.0,,0.36,0.0
2020-08-02,0,35.0,False,0.35,0.0
2020-08-03,0,35.0,,0.35,0.0
2020-08-04,49,35.0,,0.35,17.15
2020-08-05,49,35.0,,0.35,17.15
2020-08-06,97,35.0,,0.35,33.949999999999996
2020-08-07,0,35.0,,0.35,0.0
2020-08-08,63,35.0,,0.35,22.049999999999997
2020-08-09,0,49.0,False,0.49,0.0
2020-08-10,0,49.0,,0.49,0.0
2020-08-11,0,49.0,,0.49,0.0
2020-08-12,0,49.0,,0.49,0.0
2020-08-13,0,49.0,,0.49,0.0
2020-08-14,50,49.0,,0.49,24.5
2020-08-15,55,49.0,,0.49,26.95
2020-08-16,0,39.0,False,0.39,0.0
2020-08-17,0,39.0,,0.39,0.0
2020-08-18,0,39.0,,0.39,0.0
2020-08-19,87,39.0,,0.39,33.93
2020-08-20,45,39.0,,0.39,17.55
2020-08-21,100,39.0,,0.39,39.0
2020-08-22,0,39.0,,0.39,0.0
2020-08-23,46,39.0,False,0.39,17.94
2020-08-24,0,39.0,,0.39,0.0
2020-08-25,45,39.0,,0.39,17.55
2020-08-26,0,39.0,,0.39,0.0
2020-08-27,45,39.0,,0.39,17.55
2020-08-28,0,39.0,,0.39,0.0
2020-08-29,55,39.0,,0.39,21.45
2020-08-30,51,17.0,False,0.17,8.67
2020-08-31,0,17.0,,0.17,0.0
2020-09-01,41,17.0,,0.17,6.970000000000001
2020-09-02,0,17.0,,0.17,0.0
2020-09-03,43,17.0,,0.17,7.3100000000000005
2020-09-04,0,17.0,,0.17,0.0
2020-09-05,0,17.0,,0.17,0.0
2020-09-06,0,44.0,False,0.44,0.0
2020-09-07,43,44.0,,0.44,18.92
2020-09-08,0,44.0,,0.44,0.0
2020-09-09,87,44.0,,0.44,38.28
2020-09-10,0,44.0,,0.44,0.0
2020-09-11,50,44.0,,0.44,22.0
2020-09-12,56,44.0,,0.44,24.64
2020-09-13,0,34.0,False,0.34,0.0
2020-09-14,0,34.0,,0.34,0.0
2020-09-15,0,34.0,,0.34,0.0
2020-09-16,84,34.0,,0.34,28.560000000000002
2020-09-17,42,34.0,,0.34,14.280000000000001
2020-09-18,0,34.0,,0.34,0.0
2020-09-19,0,34.0,,0.34,0.0
2020-09-20,0,52.0,False,0.52,0.0
2020-09-21,43,52.0,,0.52,22.36
2020-09-22,0,52.0,,0.52,0.0
2020-09-23,42,52.0,,0.52,21.84
2020-09-24,0,52.0,,0.52,0.0
2020-09-25,0,52.0,,0.52,0.0
2020-09-26,0,52.0,,0.52,0.0
2020-09-27,100,69.0,False,0.69,69.0
2020-09-28,0,69.0,,0.69,0.0
2020-09-29,0,69.0,,0.69,0.0
2020-09-30,0,69.0,,0.69,0.0
2020-10-01,31,69.0,,0.69,21.389999999999997
2020-10-02,35,69.0,,0.69,24.15
2020-10-03,39,69.0,,0.69,26.909999999999997
2020-10-04,33,51.0,False,0.51,16.830000000000002
2020-10-05,30,51.0,,0.51,15.3
2020-10-06,30,51.0,,0.51,15.3
2020-10-07,60,51.0,,0.51,30.6
2020-10-08,30,51.0,,0.51,15.3
2020-10-09,0,51.0,,0.51,0.0
2020-10-10,40,51.0,,0.51,20.4
2020-10-11,35,55.0,False,0.55,19.25
2020-10-12,0,55.0,,0.55,0.0
2020-10-13,34,55.0,,0.55,18.700000000000003
2020-10-14,0,55.0,,0.55,0.0
2020-10-15,0,55.0,,0.55,0.0
2020-10-16,39,55.0,,0.55,21.450000000000003
2020-10-17,0,55.0,,0.55,0.0
2020-10-18,71,100.0,False,1.0,71.0
2020-10-19,66,100.0,,1.0,66.0
2020-10-20,0,100.0,,1.0,0.0
2020-10-21,0,100.0,,1.0,0.0
2020-10-22,100,100.0,,1.0,100.0
2020-10-23,38,100.0,,1.0,38.0
2020-10-24,43,100.0,,1.0,43.0
2020-10-25,0,22.0,False,0.22,0.0
2020-10-26,0,22.0,,0.22,0.0
2020-10-27,67,22.0,,0.22,14.74
2020-10-28,33,22.0,,0.22,7.26
2020-10-29,0,22.0,,0.22,0.0
2020-10-30,36,22.0,,0.22,7.92
2020-10-31,38,22.0,,0.22,8.36
2020-11-01,0,10.0,False,0.1,0.0
2020-11-02,0,10.0,,0.1,0.0
2020-11-03,22,10.0,,0.1,2.2
2020-11-04,18,10.0,,0.1,1.8
2020-11-05,0,10.0,,0.1,0.0
2020-11-06,0,10.0,,0.1,0.0
2020-11-07,0,10.0,,0.1,0.0
2020-11-08,70,55.0,False,0.55,38.5
2020-11-09,0,55.0,,0.55,0.0
2020-11-10,0,55.0,,0.55,0.0
2020-11-11,69,55.0,,0.55,37.95
2020-11-12,23,55.0,,0.55,12.65
2020-11-13,51,55.0,,0.55,28.05
2020-11-14,0,55.0,,0.55,0.0
2020-11-15,0,76.0,False,0.76,0.0
2020-11-16,23,76.0,,0.76,17.48
2020-11-17,0,76.0,,0.76,0.0
2020-11-18,0,76.0,,0.76,0.0
2020-11-19,46,76.0,,0.76,34.96
2020-11-20,0,76.0,,0.76,0.0
2020-11-21,54,76.0,,0.76,41.04
2020-11-22,24,85.0,False,0.85,20.4
2020-11-23,22,85.0,,0.85,18.7
2020-11-24,0,85.0,,0.85,0.0
2020-11-25,22,85.0,,0.85,18.7
2020-11-26,0,85.0,,0.85,0.0
2020-11-27,100,85.0,,0.85,85.0
2020-11-28,0,85.0,,0.85,0.0
2020-11-29,0,33.0,False,0.33,0.0
2020-11-30,43,33.0,,0.33,14.190000000000001
2020-12-01,69,33.0,,0.33,22.77
2020-12-02,100,33.0,,0.33,33.0
2020-12-03,34,33.0,,0.33,11.22
2020-12-04,39,33.0,,0.33,12.870000000000001
2020-12-05,0,33.0,,0.33,0.0
2020-12-06,37,33.0,False,0.33,12.21
2020-12-07,0,33.0,,0.33,0.0
2020-12-08,34,33.0,,0.33,11.22
2020-12-09,34,33.0,,0.33,11.22
2020-12-10,35,33.0,,0.33,11.55
2020-12-11,0,33.0,,0.33,0.0
2020-12-12,41,33.0,,0.33,13.530000000000001
2020-12-13,0,45.0,False,0.45,0.0
2020-12-14,0,45.0,,0.45,0.0
2020-12-15,0,45.0,,0.45,0.0
2020-12-16,0,45.0,,0.45,0.0
2020-12-17,34,45.0,,0.45,15.3
2020-12-18,0,45.0,,0.45,0.0
2020-12-19,0,45.0,,0.45,0.0
2020-12-20,0,12.0,False,0.12,0.0
2020-12-21,0,12.0,,0.12,0.0
2020-12-22,35,12.0,,0.12,4.2
2020-12-23,35,12.0,,0.12,4.2
2020-12-24,0,12.0,,0.12,0.0
2020-12-25,0,12.0,,0.12,0.0
2020-12-26,0,12.0,,0.12,0.0
2020-12-27,0,0.0,False,0.0,0.0
2020-12-28,0,0.0,,0.0,0.0
2020-12-29,0,0.0,,0.0,0.0
2020-12-30,0,0.0,,0.0,0.0
2020-12-31,44,0.0,,0.0,0.0
2021-01-01,0,0.0,,0.0,0.0
2021-01-02,0,0.0,,0.0,0.0
2021-01-03,0,22.0,False,0.22,0.0
2021-01-04,0,22.0,,0.22,0.0
2021-01-05,0,22.0,,0.22,0.0
2021-01-06,24,22.0,,0.22,5.28
2021-01-07,0,22.0,,0.22,0.0
2021-01-08,0,22.0,,0.22,0.0
2021-01-09,54,22.0,,0.22,11.88
2021-01-10,0,53.0,False,0.53,0.0
2021-01-11,0,53.0,,0.53,0.0
2021-01-12,0,53.0,,0.53,0.0
2021-01-13,0,53.0,,0.53,0.0
2021-01-14,22,53.0,,0.53,11.66
2021-01-15,100,53.0,,0.53,53.0
2021-01-16,0,53.0,,0.53,0.0
2021-01-17,23,31.0,False,0.31,7.13
2021-01-18,22,31.0,,0.31,6.82
2021-01-19,0,31.0,,0.31,0.0
2021-01-20,0,31.0,,0.31,0.0
2021-01-21,22,31.0,,0.31,6.82
2021-01-22,0,31.0,,0.31,0.0
2021-01-23,27,31.0,,0.31,8.37
2021-01-24,23,43.0,False,0.43,9.89
2021-01-25,0,43.0,,0.43,0.0
2021-01-26,0,43.0,,0.43,0.0
2021-01-27,0,43.0,,0.43,0.0
2021-01-28,22,43.0,,0.43,9.459999999999999
2021-01-29,0,43.0,,0.43,0.0
2021-01-30,0,43.0,,0.43,0.0
2021-01-31,55,33.0,False,0.33,18.150000000000002
