Date,mould_unscaled,mould_monthly,isPartial,scale,mould
2020-09-20,76,14.0,False,0.14,10.64
2020-09-21,33,14.0,,0.14,4.62
2020-09-22,100,14.0,,0.14,14.000000000000002
2020-09-23,0,14.0,,0.14,0.0
2020-09-24,0,14.0,,0.14,0.0
2020-09-25,43,14.0,,0.14,6.0200000000000005
2020-09-26,0,14.0,,0.14,0.0
2020-09-27,79,48.0,False,0.48,37.92
2020-09-28,75,48.0,,0.48,36.0
2020-09-29,0,48.0,,0.48,0.0
2020-09-30,0,48.0,,0.48,0.0
2020-10-01,39,48.0,,0.48,18.72
2020-10-02,0,48.0,,0.48,0.0
2020-10-03,0,48.0,,0.48,0.0
2020-10-04,0,24.0,False,0.24,0.0
2020-10-05,0,24.0,,0.24,0.0
2020-10-06,0,24.0,,0.24,0.0
2020-10-07,76,24.0,,0.24,18.24
2020-10-08,78,24.0,,0.24,18.72
2020-10-09,92,24.0,,0.24,22.08
2020-10-10,100,24.0,,0.24,24.0
2020-10-11,0,9.0,False,0.09,0.0
2020-10-12,0,9.0,,0.09,0.0
2020-10-13,41,9.0,,0.09,3.69
2020-10-14,43,9.0,,0.09,3.8699999999999997
2020-10-15,0,9.0,,0.09,0.0
2020-10-16,0,9.0,,0.09,0.0
2020-10-17,0,9.0,,0.09,0.0
2020-10-18,89,45.0,False,0.45,40.050000000000004
2020-10-19,41,45.0,,0.45,18.45
2020-10-20,0,45.0,,0.45,0.0
2020-10-21,0,45.0,,0.45,0.0
2020-10-22,85,45.0,,0.45,38.25
2020-10-23,47,45.0,,0.45,21.150000000000002
2020-10-24,0,45.0,,0.45,0.0
2020-10-25,51,18.0,False,0.18,9.18
2020-10-26,0,18.0,,0.18,0.0
2020-10-27,83,18.0,,0.18,14.94
2020-10-28,42,18.0,,0.18,7.56
2020-10-29,0,18.0,,0.18,0.0
2020-10-30,0,18.0,,0.18,0.0
2020-10-31,49,18.0,,0.18,8.82
2020-11-01,0,31.0,False,0.31,0.0
2020-11-02,100,31.0,,0.31,31.0
2020-11-03,0,31.0,,0.31,0.0
2020-11-04,0,31.0,,0.31,0.0
2020-11-05,27,31.0,,0.31,8.37
2020-11-06,0,31.0,,0.31,0.0
2020-11-07,36,31.0,,0.31,11.16
2020-11-08,36,26.0,False,0.26,9.36
2020-11-09,0,26.0,,0.26,0.0
2020-11-10,0,26.0,,0.26,0.0
2020-11-11,35,26.0,,0.26,9.1
2020-11-12,70,26.0,,0.26,18.2
2020-11-13,0,26.0,,0.26,0.0
2020-11-14,0,26.0,,0.26,0.0
2020-11-15,0,17.0,False,0.17,0.0
2020-11-16,0,17.0,,0.17,0.0
2020-11-17,0,17.0,,0.17,0.0
2020-11-18,33,17.0,,0.17,5.61
2020-11-19,35,17.0,,0.17,5.95
2020-11-20,0,17.0,,0.17,0.0
2020-11-21,0,17.0,,0.17,0.0
2020-11-22,37,25.0,False,0.25,9.25
2020-11-23,0,25.0,,0.25,0.0
2020-11-24,0,25.0,,0.25,0.0
2020-11-25,33,25.0,,0.25,8.25
2020-11-26,33,25.0,,0.25,8.25
2020-11-27,0,25.0,,0.25,0.0
2020-11-28,41,25.0,,0.25,10.25
2020-11-29,0,61.0,False,0.61,0.0
2020-11-30,33,61.0,,0.61,20.13
2020-12-01,0,61.0,,0.61,0.0
2020-12-02,100,61.0,,0.61,61.0
2020-12-03,0,61.0,,0.61,0.0
2020-12-04,39,61.0,,0.61,23.79
2020-12-05,0,61.0,,0.61,0.0
2020-12-06,38,27.0,False,0.27,10.260000000000002
2020-12-07,0,27.0,,0.27,0.0
2020-12-08,33,27.0,,0.27,8.91
2020-12-09,0,27.0,,0.27,0.0
2020-12-10,0,27.0,,0.27,0.0
2020-12-11,39,27.0,,0.27,10.530000000000001
2020-12-12,0,27.0,,0.27,0.0
2020-12-13,0,45.0,False,0.45,0.0
2020-12-14,0,45.0,,0.45,0.0
2020-12-15,0,45.0,,0.45,0.0
2020-12-16,36,45.0,,0.45,16.2
2020-12-17,34,45.0,,0.45,15.3
2020-12-18,0,45.0,,0.45,0.0
2020-12-19,0,45.0,,0.45,0.0
2020-12-20,0,9.0,False,0.09,0.0
2020-12-21,35,9.0,,0.09,3.15
2020-12-22,35,9.0,,0.09,3.15
2020-12-23,0,9.0,,0.09,0.0
2020-12-24,0,9.0,,0.09,0.0
2020-12-25,94,9.0,,0.09,8.459999999999999
2020-12-26,0,9.0,,0.09,0.0
2020-12-27,0,89.0,False,0.89,0.0
2020-12-28,41,89.0,,0.89,36.49
2020-12-29,75,89.0,,0.89,66.75
2020-12-30,0,89.0,,0.89,0.0
2020-12-31,44,89.0,,0.89,39.160000000000004
2021-01-01,0,89.0,,0.89,0.0
2021-01-02,0,89.0,,0.89,0.0
2021-01-03,0,26.0,False,0.26,0.0
2021-01-04,46,26.0,,0.26,11.96
2021-01-05,0,26.0,,0.26,0.0
2021-01-06,0,26.0,,0.26,0.0
2021-01-07,0,26.0,,0.26,0.0
2021-01-08,44,26.0,,0.26,11.440000000000001
2021-01-09,49,26.0,,0.26,12.74
2021-01-10,43,68.0,False,0.68,29.240000000000002
2021-01-11,39,68.0,,0.68,26.520000000000003
2021-01-12,0,68.0,,0.68,0.0
2021-01-13,0,68.0,,0.68,0.0
2021-01-14,40,68.0,,0.68,27.200000000000003
2021-01-15,0,68.0,,0.68,0.0
2021-01-16,0,68.0,,0.68,0.0
2021-01-17,0,33.0,False,0.33,0.0
2021-01-18,39,33.0,,0.33,12.870000000000001
2021-01-19,38,33.0,,0.33,12.540000000000001
2021-01-20,0,33.0,,0.33,0.0
2021-01-21,82,33.0,,0.33,27.060000000000002
2021-01-22,46,33.0,,0.33,15.180000000000001
2021-01-23,0,33.0,,0.33,0.0
2021-01-24,83,26.0,False,0.26,21.580000000000002
2021-01-25,0,26.0,,0.26,0.0
2021-01-26,0,26.0,,0.26,0.0
2021-01-27,0,26.0,,0.26,0.0
2021-01-28,0,26.0,,0.26,0.0
2021-01-29,46,26.0,,0.26,11.96
2021-01-30,0,26.0,,0.26,0.0
2021-01-31,100,80.0,False,0.8,80.0
