Date,cough_unscaled,cough_monthly,isPartial,scale,cough
2020-04-12,20,15.0,False,0.15,3.0
2020-04-13,37,15.0,,0.15,5.55
2020-04-14,0,15.0,,0.15,0.0
2020-04-15,49,15.0,,0.15,7.35
2020-04-16,66,15.0,,0.15,9.9
2020-04-17,0,15.0,,0.15,0.0
2020-04-18,38,15.0,,0.15,5.7
2020-04-19,18,22.0,False,0.22,3.96
2020-04-20,32,22.0,,0.22,7.04
2020-04-21,33,22.0,,0.22,7.26
2020-04-22,34,22.0,,0.22,7.48
2020-04-23,0,22.0,,0.22,0.0
2020-04-24,0,22.0,,0.22,0.0
2020-04-25,20,22.0,,0.22,4.4
2020-04-26,0,36.0,False,0.36,0.0
2020-04-27,34,36.0,,0.36,12.24
2020-04-28,16,36.0,,0.36,5.76
2020-04-29,16,36.0,,0.36,5.76
2020-04-30,31,36.0,,0.36,11.16
2020-05-01,0,36.0,,0.36,0.0
2020-05-02,0,36.0,,0.36,0.0
2020-05-03,35,14.0,False,0.14,4.9
2020-05-04,0,14.0,,0.14,0.0
2020-05-05,0,14.0,,0.14,0.0
2020-05-06,32,14.0,,0.14,4.48
2020-05-07,0,14.0,,0.14,0.0
2020-05-08,37,14.0,,0.14,5.180000000000001
2020-05-09,41,14.0,,0.14,5.74
2020-05-10,0,22.0,False,0.22,0.0
2020-05-11,0,22.0,,0.22,0.0
2020-05-12,32,22.0,,0.22,7.04
2020-05-13,0,22.0,,0.22,0.0
2020-05-14,0,22.0,,0.22,0.0
2020-05-15,0,22.0,,0.22,0.0
2020-05-16,0,22.0,,0.22,0.0
2020-05-17,39,31.0,False,0.31,12.09
2020-05-18,71,31.0,,0.31,22.01
2020-05-19,35,31.0,,0.31,10.85
2020-05-20,69,31.0,,0.31,21.39
2020-05-21,36,31.0,,0.31,11.16
2020-05-22,39,31.0,,0.31,12.09
2020-05-23,0,31.0,,0.31,0.0
2020-05-24,73,26.0,False,0.26,18.98
2020-05-25,66,26.0,,0.26,17.16
2020-05-26,67,26.0,,0.26,17.42
2020-05-27,100,26.0,,0.26,26.0
2020-05-28,35,26.0,,0.26,9.1
2020-05-29,78,26.0,,0.26,20.28
2020-05-30,44,26.0,,0.26,11.440000000000001
2020-05-31,42,38.0,False,0.38,15.96
2020-06-01,0,38.0,,0.38,0.0
2020-06-02,40,38.0,,0.38,15.2
2020-06-03,0,38.0,,0.38,0.0
2020-06-04,38,38.0,,0.38,14.44
2020-06-05,22,38.0,,0.38,8.36
2020-06-06,25,38.0,,0.38,9.5
2020-06-07,0,11.0,False,0.11,0.0
2020-06-08,19,11.0,,0.11,2.09
2020-06-09,19,11.0,,0.11,2.09
2020-06-10,0,11.0,,0.11,0.0
2020-06-11,20,11.0,,0.11,2.2
2020-06-12,0,11.0,,0.11,0.0
2020-06-13,26,11.0,,0.11,2.86
2020-06-14,0,12.0,False,0.12,0.0
2020-06-15,0,12.0,,0.12,0.0
2020-06-16,0,12.0,,0.12,0.0
2020-06-17,40,12.0,,0.12,4.8
2020-06-18,20,12.0,,0.12,2.4
2020-06-19,0,12.0,,0.12,0.0
2020-06-20,0,12.0,,0.12,0.0
2020-06-21,91,77.0,False,0.77,70.07000000000001
2020-06-22,61,77.0,,0.77,46.97
2020-06-23,40,77.0,,0.77,30.8
2020-06-24,20,77.0,,0.77,15.4
2020-06-25,41,77.0,,0.77,31.57
2020-06-26,69,77.0,,0.77,53.13
2020-06-27,26,77.0,,0.77,20.02
2020-06-28,23,33.0,False,0.33,7.590000000000001
2020-06-29,100,33.0,,0.33,33.0
2020-06-30,0,33.0,,0.33,0.0
2020-07-01,49,33.0,,0.33,16.17
2020-07-02,0,33.0,,0.33,0.0
2020-07-03,0,33.0,,0.33,0.0
2020-07-04,32,33.0,,0.33,10.56
2020-07-05,81,39.0,False,0.39,31.59
2020-07-06,0,39.0,,0.39,0.0
2020-07-07,50,39.0,,0.39,19.5
2020-07-08,26,39.0,,0.39,10.14
2020-07-09,28,39.0,,0.39,10.92
2020-07-10,60,39.0,,0.39,23.400000000000002
2020-07-11,33,39.0,,0.39,12.870000000000001
2020-07-12,29,30.0,False,0.3,8.7
2020-07-13,51,30.0,,0.3,15.299999999999999
2020-07-14,99,30.0,,0.3,29.7
2020-07-15,100,30.0,,0.3,30.0
2020-07-16,0,30.0,,0.3,0.0
2020-07-17,0,30.0,,0.3,0.0
2020-07-18,32,30.0,,0.3,9.6
2020-07-19,28,16.0,False,0.16,4.48
2020-07-20,100,16.0,,0.16,16.0
2020-07-21,24,16.0,,0.16,3.84
2020-07-22,24,16.0,,0.16,3.84
2020-07-23,24,16.0,,0.16,3.84
2020-07-24,0,16.0,,0.16,0.0
2020-07-25,0,16.0,,0.16,0.0
2020-07-26,0,20.0,False,0.2,0.0
2020-07-27,0,20.0,,0.2,0.0
2020-07-28,48,20.0,,0.2,9.600000000000001
2020-07-29,24,20.0,,0.2,4.800000000000001
2020-07-30,49,20.0,,0.2,9.8
2020-07-31,0,20.0,,0.2,0.0
2020-08-01,26,20.0,,0.2,5.2
2020-08-02,0,36.0,False,0.36,0.0
2020-08-03,0,36.0,,0.36,0.0
2020-08-04,20,36.0,,0.36,7.199999999999999
2020-08-05,20,36.0,,0.36,7.199999999999999
2020-08-06,82,36.0,,0.36,29.52
2020-08-07,22,36.0,,0.36,7.92
2020-08-08,0,36.0,,0.36,0.0
2020-08-09,69,53.0,False,0.53,36.57
2020-08-10,20,53.0,,0.53,10.600000000000001
2020-08-11,0,53.0,,0.53,0.0
2020-08-12,100,53.0,,0.53,53.0
2020-08-13,57,53.0,,0.53,30.21
2020-08-14,0,53.0,,0.53,0.0
2020-08-15,45,53.0,,0.53,23.85
2020-08-16,0,54.0,False,0.54,0.0
2020-08-17,94,54.0,,0.54,50.760000000000005
2020-08-18,18,54.0,,0.54,9.72
2020-08-19,18,54.0,,0.54,9.72
2020-08-20,36,54.0,,0.54,19.44
2020-08-21,80,54.0,,0.54,43.2
2020-08-22,44,54.0,,0.54,23.76
2020-08-23,77,50.0,False,0.5,38.5
2020-08-24,18,50.0,,0.5,9.0
2020-08-25,74,50.0,,0.5,37.0
2020-08-26,0,50.0,,0.5,0.0
2020-08-27,56,50.0,,0.5,28.0
2020-08-28,63,50.0,,0.5,31.5
2020-08-29,67,50.0,,0.5,33.5
2020-08-30,21,42.0,False,0.42,8.82
2020-08-31,38,42.0,,0.42,15.959999999999999
2020-09-01,0,42.0,,0.42,0.0
2020-09-02,50,42.0,,0.42,21.0
2020-09-03,100,42.0,,0.42,42.0
2020-09-04,29,42.0,,0.42,12.18
2020-09-05,30,42.0,,0.42,12.6
2020-09-06,0,44.0,False,0.44,0.0
2020-09-07,25,44.0,,0.44,11.0
2020-09-08,52,44.0,,0.44,22.88
2020-09-09,0,44.0,,0.44,0.0
2020-09-10,51,44.0,,0.44,22.44
2020-09-11,87,44.0,,0.44,38.28
2020-09-12,0,44.0,,0.44,0.0
2020-09-13,0,31.0,False,0.31,0.0
2020-09-14,25,31.0,,0.31,7.75
2020-09-15,75,31.0,,0.31,23.25
2020-09-16,25,31.0,,0.31,7.75
2020-09-17,0,31.0,,0.31,0.0
2020-09-18,57,31.0,,0.31,17.669999999999998
2020-09-19,0,31.0,,0.31,0.0
2020-09-20,29,36.0,False,0.36,10.44
2020-09-21,0,36.0,,0.36,0.0
2020-09-22,25,36.0,,0.36,9.0
2020-09-23,25,36.0,,0.36,9.0
2020-09-24,24,36.0,,0.36,8.64
2020-09-25,32,36.0,,0.36,11.52
2020-09-26,96,36.0,,0.36,34.56
2020-09-27,29,23.0,False,0.23,6.67
2020-09-28,57,23.0,,0.23,13.110000000000001
2020-09-29,58,23.0,,0.23,13.34
2020-09-30,30,23.0,,0.23,6.9
2020-10-01,45,23.0,,0.23,10.35
2020-10-02,0,23.0,,0.23,0.0
2020-10-03,0,23.0,,0.23,0.0
2020-10-04,0,61.0,False,0.61,0.0
2020-10-05,66,61.0,,0.61,40.26
2020-10-06,67,61.0,,0.61,40.87
2020-10-07,44,61.0,,0.61,26.84
2020-10-08,22,61.0,,0.61,13.42
2020-10-09,27,61.0,,0.61,16.47
2020-10-10,29,61.0,,0.61,17.69
2020-10-11,0,45.0,False,0.45,0.0
2020-10-12,46,45.0,,0.45,20.7
2020-10-13,0,45.0,,0.45,0.0
2020-10-14,100,45.0,,0.45,45.0
2020-10-15,48,45.0,,0.45,21.6
2020-10-16,29,45.0,,0.45,13.05
2020-10-17,56,45.0,,0.45,25.2
2020-10-18,52,41.0,False,0.41,21.32
2020-10-19,0,41.0,,0.41,0.0
2020-10-20,0,41.0,,0.41,0.0
2020-10-21,0,41.0,,0.41,0.0
2020-10-22,24,41.0,,0.41,9.84
2020-10-23,28,41.0,,0.41,11.479999999999999
2020-10-24,0,41.0,,0.41,0.0
2020-10-25,58,66.0,False,0.66,38.28
2020-10-26,79,66.0,,0.66,52.14
2020-10-27,24,66.0,,0.66,15.84
2020-10-28,0,66.0,,0.66,0.0
2020-10-29,24,66.0,,0.66,15.84
2020-10-30,52,66.0,,0.66,34.32
2020-10-31,55,66.0,,0.66,36.300000000000004
2020-11-01,30,50.0,False,0.5,15.0
2020-11-02,27,50.0,,0.5,13.5
2020-11-03,54,50.0,,0.5,27.0
2020-11-04,45,50.0,,0.5,22.5
2020-11-05,68,50.0,,0.5,34.0
2020-11-06,57,50.0,,0.5,28.5
2020-11-07,30,50.0,,0.5,15.0
2020-11-08,0,25.0,False,0.25,0.0
2020-11-09,0,25.0,,0.25,0.0
2020-11-10,55,25.0,,0.25,13.75
2020-11-11,0,25.0,,0.25,0.0
2020-11-12,28,25.0,,0.25,7.0
2020-11-13,31,25.0,,0.25,7.75
2020-11-14,36,25.0,,0.25,9.0
2020-11-15,31,35.0,False,0.35,10.85
2020-11-16,28,35.0,,0.35,9.799999999999999
2020-11-17,82,35.0,,0.35,28.7
2020-11-18,0,35.0,,0.35,0.0
2020-11-19,0,35.0,,0.35,0.0
2020-11-20,0,35.0,,0.35,0.0
2020-11-21,100,35.0,,0.35,35.0
2020-11-22,60,49.0,False,0.49,29.4
2020-11-23,28,49.0,,0.49,13.719999999999999
2020-11-24,82,49.0,,0.49,40.18
2020-11-25,53,49.0,,0.49,25.97
2020-11-26,54,49.0,,0.49,26.46
2020-11-27,91,49.0,,0.49,44.589999999999996
2020-11-28,34,49.0,,0.49,16.66
2020-11-29,84,60.0,False,0.6,50.4
2020-11-30,27,60.0,,0.6,16.2
2020-12-01,37,60.0,,0.6,22.2
2020-12-02,19,60.0,,0.6,11.4
2020-12-03,57,60.0,,0.6,34.199999999999996
2020-12-04,0,60.0,,0.6,0.0
2020-12-05,46,60.0,,0.6,27.599999999999998
2020-12-06,0,36.0,False,0.36,0.0
2020-12-07,37,36.0,,0.36,13.32
2020-12-08,0,36.0,,0.36,0.0
2020-12-09,37,36.0,,0.36,13.32
2020-12-10,39,36.0,,0.36,14.04
2020-12-11,22,36.0,,0.36,7.92
2020-12-12,23,36.0,,0.36,8.28
2020-12-13,100,57.0,False,0.57,56.99999999999999
2020-12-14,57,57.0,,0.57,32.489999999999995
2020-12-15,19,57.0,,0.57,10.829999999999998
2020-12-16,58,57.0,,0.57,33.059999999999995
2020-12-17,19,57.0,,0.57,10.829999999999998
2020-12-18,22,57.0,,0.57,12.54
2020-12-19,23,57.0,,0.57,13.11
2020-12-20,21,49.0,False,0.49,10.29
2020-12-21,57,49.0,,0.49,27.93
2020-12-22,19,49.0,,0.49,9.31
2020-12-23,0,49.0,,0.49,0.0
2020-12-24,24,49.0,,0.49,11.76
2020-12-25,26,49.0,,0.49,12.74
2020-12-26,0,49.0,,0.49,0.0
2020-12-27,23,69.0,False,0.69,15.87
2020-12-28,22,69.0,,0.69,15.18
2020-12-29,21,69.0,,0.69,14.489999999999998
2020-12-30,0,69.0,,0.69,0.0
2020-12-31,0,69.0,,0.69,0.0
2021-01-01,82,69.0,,0.69,56.58
2021-01-02,100,69.0,,0.69,69.0
2021-01-03,0,26.0,False,0.26,0.0
2021-01-04,24,26.0,,0.26,6.24
2021-01-05,0,26.0,,0.26,0.0
2021-01-06,22,26.0,,0.26,5.720000000000001
2021-01-07,21,26.0,,0.26,5.46
2021-01-08,0,26.0,,0.26,0.0
2021-01-09,25,26.0,,0.26,6.5
2021-01-10,0,29.0,False,0.29,0.0
2021-01-11,41,29.0,,0.29,11.889999999999999
2021-01-12,42,29.0,,0.29,12.18
2021-01-13,21,29.0,,0.29,6.09
2021-01-14,21,29.0,,0.29,6.09
2021-01-15,23,29.0,,0.29,6.67
2021-01-16,0,29.0,,0.29,0.0
2021-01-17,21,24.0,False,0.24,5.04
2021-01-18,21,24.0,,0.24,5.04
2021-01-19,20,24.0,,0.24,4.8
2021-01-20,20,24.0,,0.24,4.8
2021-01-21,21,24.0,,0.24,5.04
2021-01-22,0,24.0,,0.24,0.0
2021-01-23,25,24.0,,0.24,6.0
2021-01-24,0,5.0,False,0.05,0.0
2021-01-25,41,5.0,,0.05,2.0500000000000003
2021-01-26,0,5.0,,0.05,0.0
2021-01-27,20,5.0,,0.05,1.0
2021-01-28,0,5.0,,0.05,0.0
2021-01-29,0,5.0,,0.05,0.0
2021-01-30,0,5.0,,0.05,0.0
2021-01-31,0,51.0,False,0.51,0.0
