Date,smoke_unscaled,smoke_monthly,isPartial,scale,smoke
2020-01-05,100,100.0,False,1.0,100.0
2020-01-06,6,100.0,,1.0,6.0
2020-01-07,8,100.0,,1.0,8.0
2020-01-08,4,100.0,,1.0,4.0
2020-01-09,0,100.0,,1.0,0.0
2020-01-10,4,100.0,,1.0,4.0
2020-01-11,5,100.0,,1.0,5.0
2020-01-12,2,35.0,False,0.35,0.7
2020-01-13,0,35.0,,0.35,0.0
2020-01-14,8,35.0,,0.35,2.8
2020-01-15,2,35.0,,0.35,0.7
2020-01-16,6,35.0,,0.35,2.0999999999999996
2020-01-17,4,35.0,,0.35,1.4
2020-01-18,5,35.0,,0.35,1.75
2020-01-19,4,23.0,False,0.23,0.92
2020-01-20,4,23.0,,0.23,0.92
2020-01-21,2,23.0,,0.23,0.46
2020-01-22,4,23.0,,0.23,0.92
2020-01-23,8,23.0,,0.23,1.84
2020-01-24,0,23.0,,0.23,0.0
2020-01-25,2,23.0,,0.23,0.46
2020-01-26,7,21.0,False,0.21,1.47
2020-01-27,2,21.0,,0.21,0.42
2020-01-28,2,21.0,,0.21,0.42
2020-01-29,4,21.0,,0.21,0.84
2020-01-30,4,21.0,,0.21,0.84
2020-01-31,4,21.0,,0.21,0.84
2020-02-01,10,21.0,,0.21,2.1
2020-02-02,9,33.0,False,0.33,2.97
2020-02-03,16,33.0,,0.33,5.28
2020-02-04,8,33.0,,0.33,2.64
2020-02-05,9,33.0,,0.33,2.97
2020-02-06,45,33.0,,0.33,14.850000000000001
2020-02-07,19,33.0,,0.33,6.2700000000000005
2020-02-08,10,33.0,,0.33,3.3000000000000003
2020-02-09,9,19.0,False,0.19,1.71
2020-02-10,8,19.0,,0.19,1.52
2020-02-11,16,19.0,,0.19,3.04
2020-02-12,0,19.0,,0.19,0.0
2020-02-13,24,19.0,,0.19,4.5600000000000005
2020-02-14,37,19.0,,0.19,7.03
2020-02-15,0,19.0,,0.19,0.0
2020-02-16,8,49.0,False,0.49,3.92
2020-02-17,16,49.0,,0.49,7.84
2020-02-18,0,49.0,,0.49,0.0
2020-02-19,100,49.0,,0.49,49.0
2020-02-20,41,49.0,,0.49,20.09
2020-02-21,0,49.0,,0.49,0.0
2020-02-22,29,49.0,,0.49,14.209999999999999
2020-02-23,25,23.0,False,0.23,5.75
2020-02-24,0,23.0,,0.23,0.0
2020-02-25,32,23.0,,0.23,7.36
2020-02-26,16,23.0,,0.23,3.68
2020-02-27,31,23.0,,0.23,7.13
2020-02-28,36,23.0,,0.23,8.280000000000001
2020-02-29,10,23.0,,0.23,2.3000000000000003
2020-03-01,39,33.0,False,0.33,12.870000000000001
2020-03-02,18,33.0,,0.33,5.94
2020-03-03,18,33.0,,0.33,5.94
2020-03-04,53,33.0,,0.33,17.490000000000002
2020-03-05,0,33.0,,0.33,0.0
2020-03-06,45,33.0,,0.33,14.850000000000001
2020-03-07,100,33.0,,0.33,33.0
2020-03-08,0,19.0,False,0.19,0.0
2020-03-09,0,19.0,,0.19,0.0
2020-03-10,18,19.0,,0.19,3.42
2020-03-11,36,19.0,,0.19,6.84
2020-03-12,18,19.0,,0.19,3.42
2020-03-13,21,19.0,,0.19,3.99
2020-03-14,24,19.0,,0.19,4.5600000000000005
2020-03-15,20,26.0,False,0.26,5.2
2020-03-16,17,26.0,,0.26,4.42
2020-03-17,35,26.0,,0.26,9.1
2020-03-18,52,26.0,,0.26,13.52
2020-03-19,85,26.0,,0.26,22.1
2020-03-20,58,26.0,,0.26,15.08
2020-03-21,42,26.0,,0.26,10.92
2020-03-22,53,20.0,False,0.2,10.600000000000001
2020-03-23,15,20.0,,0.2,3.0
2020-03-24,33,20.0,,0.2,6.6000000000000005
2020-03-25,36,20.0,,0.2,7.2
2020-03-26,35,20.0,,0.2,7.0
2020-03-27,39,20.0,,0.2,7.800000000000001
2020-03-28,0,20.0,,0.2,0.0
2020-03-29,19,18.0,False,0.18,3.42
2020-03-30,17,18.0,,0.18,3.06
2020-03-31,18,18.0,,0.18,3.2399999999999998
2020-04-01,22,18.0,,0.18,3.96
2020-04-02,64,18.0,,0.18,11.52
2020-04-03,48,18.0,,0.18,8.64
2020-04-04,100,18.0,,0.18,18.0
2020-04-05,0,23.0,False,0.23,0.0
2020-04-06,43,23.0,,0.23,9.89
2020-04-07,43,23.0,,0.23,9.89
2020-04-08,63,23.0,,0.23,14.49
2020-04-09,45,23.0,,0.23,10.35
2020-04-10,0,23.0,,0.23,0.0
2020-04-11,50,23.0,,0.23,11.5
2020-04-12,73,19.0,False,0.19,13.870000000000001
2020-04-13,22,19.0,,0.19,4.18
2020-04-14,42,19.0,,0.19,7.98
2020-04-15,40,19.0,,0.19,7.6
2020-04-16,20,19.0,,0.19,3.8
2020-04-17,64,19.0,,0.19,12.16
2020-04-18,47,19.0,,0.19,8.93
2020-04-19,22,22.0,False,0.22,4.84
2020-04-20,0,22.0,,0.22,0.0
2020-04-21,0,22.0,,0.22,0.0
2020-04-22,61,22.0,,0.22,13.42
2020-04-23,19,22.0,,0.22,4.18
2020-04-24,43,22.0,,0.22,9.46
2020-04-25,70,22.0,,0.22,15.4
2020-04-26,24,27.0,False,0.27,6.48
2020-04-27,43,27.0,,0.27,11.610000000000001
2020-04-28,78,27.0,,0.27,21.060000000000002
2020-04-29,58,27.0,,0.27,15.66
2020-04-30,55,27.0,,0.27,14.850000000000001
2020-05-01,94,27.0,,0.27,25.380000000000003
2020-05-02,47,27.0,,0.27,12.690000000000001
2020-05-03,43,17.0,False,0.17,7.3100000000000005
2020-05-04,81,17.0,,0.17,13.770000000000001
2020-05-05,40,17.0,,0.17,6.800000000000001
2020-05-06,0,17.0,,0.17,0.0
2020-05-07,83,17.0,,0.17,14.110000000000001
2020-05-08,0,17.0,,0.17,0.0
2020-05-09,51,17.0,,0.17,8.67
2020-05-10,47,29.0,False,0.29,13.629999999999999
2020-05-11,41,29.0,,0.29,11.889999999999999
2020-05-12,41,29.0,,0.29,11.889999999999999
2020-05-13,83,29.0,,0.29,24.069999999999997
2020-05-14,65,29.0,,0.29,18.849999999999998
2020-05-15,76,29.0,,0.29,22.04
2020-05-16,57,29.0,,0.29,16.529999999999998
2020-05-17,100,37.0,False,0.37,37.0
2020-05-18,44,37.0,,0.37,16.28
2020-05-19,67,37.0,,0.37,24.79
2020-05-20,0,37.0,,0.37,0.0
2020-05-21,0,37.0,,0.37,0.0
2020-05-22,25,37.0,,0.37,9.25
2020-05-23,28,37.0,,0.37,10.36
2020-05-24,46,26.0,False,0.26,11.96
2020-05-25,63,26.0,,0.26,16.38
2020-05-26,83,26.0,,0.26,21.580000000000002
2020-05-27,83,26.0,,0.26,21.580000000000002
2020-05-28,0,26.0,,0.26,0.0
2020-05-29,73,26.0,,0.26,18.98
2020-05-30,84,26.0,,0.26,21.84
2020-05-31,52,28.0,False,0.28,14.560000000000002
2020-06-01,15,28.0,,0.28,4.2
2020-06-02,28,28.0,,0.28,7.840000000000001
2020-06-03,13,28.0,,0.28,3.6400000000000006
2020-06-04,27,28.0,,0.28,7.5600000000000005
2020-06-05,45,28.0,,0.28,12.600000000000001
2020-06-06,36,28.0,,0.28,10.080000000000002
2020-06-07,31,28.0,False,0.28,8.680000000000001
2020-06-08,80,28.0,,0.28,22.400000000000002
2020-06-09,28,28.0,,0.28,7.840000000000001
2020-06-10,14,28.0,,0.28,3.9200000000000004
2020-06-11,14,28.0,,0.28,3.9200000000000004
2020-06-12,34,28.0,,0.28,9.520000000000001
2020-06-13,55,28.0,,0.28,15.400000000000002
2020-06-14,32,32.0,False,0.32,10.24
2020-06-15,15,32.0,,0.32,4.8
2020-06-16,29,32.0,,0.32,9.28
2020-06-17,28,32.0,,0.32,8.96
2020-06-18,57,32.0,,0.32,18.240000000000002
2020-06-19,100,32.0,,0.32,32.0
2020-06-20,19,32.0,,0.32,6.08
2020-06-21,80,26.0,False,0.26,20.8
2020-06-22,0,26.0,,0.26,0.0
2020-06-23,42,26.0,,0.26,10.92
2020-06-24,43,26.0,,0.26,11.18
2020-06-25,73,26.0,,0.26,18.98
2020-06-26,0,26.0,,0.26,0.0
2020-06-27,72,26.0,,0.26,18.72
2020-06-28,31,24.0,False,0.24,7.4399999999999995
2020-06-29,14,24.0,,0.24,3.36
2020-06-30,15,24.0,,0.24,3.5999999999999996
2020-07-01,22,24.0,,0.24,5.279999999999999
2020-07-02,34,24.0,,0.24,8.16
2020-07-03,38,24.0,,0.24,9.12
2020-07-04,42,24.0,,0.24,10.08
2020-07-05,48,36.0,False,0.36,17.28
2020-07-06,34,36.0,,0.36,12.24
2020-07-07,23,36.0,,0.36,8.28
2020-07-08,23,36.0,,0.36,8.28
2020-07-09,100,36.0,,0.36,36.0
2020-07-10,40,36.0,,0.36,14.399999999999999
2020-07-11,86,36.0,,0.36,30.959999999999997
2020-07-12,39,30.0,False,0.3,11.7
2020-07-13,12,30.0,,0.3,3.5999999999999996
2020-07-14,34,30.0,,0.3,10.2
2020-07-15,45,30.0,,0.3,13.5
2020-07-16,24,30.0,,0.3,7.199999999999999
2020-07-17,26,30.0,,0.3,7.8
2020-07-18,28,30.0,,0.3,8.4
2020-07-19,13,52.0,False,0.52,6.76
2020-07-20,87,52.0,,0.52,45.24
2020-07-21,32,52.0,,0.52,16.64
2020-07-22,43,52.0,,0.52,22.36
2020-07-23,21,52.0,,0.52,10.92
2020-07-24,26,52.0,,0.52,13.52
2020-07-25,28,52.0,,0.52,14.56
2020-07-26,12,32.0,False,0.32,3.84
2020-07-27,43,32.0,,0.32,13.76
2020-07-28,11,32.0,,0.32,3.52
2020-07-29,86,32.0,,0.32,27.52
2020-07-30,22,32.0,,0.32,7.04
2020-07-31,50,32.0,,0.32,16.0
2020-08-01,44,32.0,,0.32,14.08
2020-08-02,25,35.0,False,0.35,8.75
2020-08-03,23,35.0,,0.35,8.049999999999999
2020-08-04,57,35.0,,0.35,19.95
2020-08-05,23,35.0,,0.35,8.049999999999999
2020-08-06,34,35.0,,0.35,11.899999999999999
2020-08-07,26,35.0,,0.35,9.1
2020-08-08,59,35.0,,0.35,20.65
2020-08-09,38,28.0,False,0.28,10.64
2020-08-10,34,28.0,,0.28,9.520000000000001
2020-08-11,10,28.0,,0.28,2.8000000000000003
2020-08-12,22,28.0,,0.28,6.16
2020-08-13,32,28.0,,0.28,8.96
2020-08-14,12,28.0,,0.28,3.3600000000000003
2020-08-15,51,28.0,,0.28,14.280000000000001
2020-08-16,12,27.0,False,0.27,3.24
2020-08-17,21,27.0,,0.27,5.67
2020-08-18,21,27.0,,0.27,5.67
2020-08-19,71,27.0,,0.27,19.17
2020-08-20,10,27.0,,0.27,2.7
2020-08-21,11,27.0,,0.27,2.97
2020-08-22,100,27.0,,0.27,27.0
2020-08-23,65,22.0,False,0.22,14.3
2020-08-24,41,22.0,,0.22,9.02
2020-08-25,10,22.0,,0.22,2.2
2020-08-26,42,22.0,,0.22,9.24
2020-08-27,42,22.0,,0.22,9.24
2020-08-28,12,22.0,,0.22,2.64
2020-08-29,63,22.0,,0.22,13.86
2020-08-30,48,36.0,False,0.36,17.28
2020-08-31,22,36.0,,0.36,7.92
2020-09-01,41,36.0,,0.36,14.76
2020-09-02,42,36.0,,0.36,15.12
2020-09-03,57,36.0,,0.36,20.52
2020-09-04,49,36.0,,0.36,17.64
2020-09-05,67,36.0,,0.36,24.119999999999997
2020-09-06,46,18.0,False,0.18,8.28
2020-09-07,28,18.0,,0.18,5.04
2020-09-08,43,18.0,,0.18,7.739999999999999
2020-09-09,42,18.0,,0.18,7.56
2020-09-10,28,18.0,,0.18,5.04
2020-09-11,49,18.0,,0.18,8.82
2020-09-12,36,18.0,,0.18,6.4799999999999995
2020-09-13,48,36.0,False,0.36,17.28
2020-09-14,42,36.0,,0.36,15.12
2020-09-15,56,36.0,,0.36,20.16
2020-09-16,71,36.0,,0.36,25.56
2020-09-17,56,36.0,,0.36,20.16
2020-09-18,0,36.0,,0.36,0.0
2020-09-19,0,36.0,,0.36,0.0
2020-09-20,48,48.0,False,0.48,23.04
2020-09-21,55,48.0,,0.48,26.4
2020-09-22,28,48.0,,0.48,13.44
2020-09-23,42,48.0,,0.48,20.16
2020-09-24,14,48.0,,0.48,6.72
2020-09-25,71,48.0,,0.48,34.08
2020-09-26,37,48.0,,0.48,17.759999999999998
2020-09-27,16,34.0,False,0.34,5.44
2020-09-28,47,34.0,,0.34,15.98
2020-09-29,16,34.0,,0.34,5.44
2020-09-30,100,34.0,,0.34,34.0
2020-10-01,31,34.0,,0.34,10.540000000000001
2020-10-02,71,34.0,,0.34,24.14
2020-10-03,98,34.0,,0.34,33.32
2020-10-04,17,31.0,False,0.31,5.27
2020-10-05,0,31.0,,0.31,0.0
2020-10-06,31,31.0,,0.31,9.61
2020-10-07,15,31.0,,0.31,4.65
2020-10-08,78,31.0,,0.31,24.18
2020-10-09,19,31.0,,0.31,5.89
2020-10-10,100,31.0,,0.31,31.0
2020-10-11,54,33.0,False,0.33,17.82
2020-10-12,33,33.0,,0.33,10.89
2020-10-13,34,33.0,,0.33,11.22
2020-10-14,17,33.0,,0.33,5.61
2020-10-15,50,33.0,,0.33,16.5
2020-10-16,80,33.0,,0.33,26.400000000000002
2020-10-17,0,33.0,,0.33,0.0
2020-10-18,55,27.0,False,0.27,14.850000000000001
2020-10-19,68,27.0,,0.27,18.36
2020-10-20,17,27.0,,0.27,4.59
2020-10-21,34,27.0,,0.27,9.18
2020-10-22,17,27.0,,0.27,4.59
2020-10-23,79,27.0,,0.27,21.330000000000002
2020-10-24,22,27.0,,0.27,5.94
2020-10-25,83,38.0,False,0.38,31.54
2020-10-26,56,38.0,,0.38,21.28
2020-10-27,51,38.0,,0.38,19.38
2020-10-28,50,38.0,,0.38,19.0
2020-10-29,34,38.0,,0.38,12.92
2020-10-30,36,38.0,,0.38,13.68
2020-10-31,38,38.0,,0.38,14.44
2020-11-01,19,34.0,False,0.34,6.460000000000001
2020-11-02,35,34.0,,0.34,11.9
2020-11-03,17,34.0,,0.34,5.78
2020-11-04,56,34.0,,0.34,19.040000000000003
2020-11-05,14,34.0,,0.34,4.760000000000001
2020-11-06,35,34.0,,0.34,11.9
2020-11-07,19,34.0,,0.34,6.460000000000001
2020-11-08,55,29.0,False,0.29,15.95
2020-11-09,17,29.0,,0.29,4.93
2020-11-10,35,29.0,,0.29,10.149999999999999
2020-11-11,18,29.0,,0.29,5.22
2020-11-12,36,29.0,,0.29,10.44
2020-11-13,59,29.0,,0.29,17.11
2020-11-14,46,29.0,,0.29,13.34
2020-11-15,20,35.0,False,0.35,7.0
2020-11-16,52,35.0,,0.35,18.2
2020-11-17,68,35.0,,0.35,23.799999999999997
2020-11-18,17,35.0,,0.35,5.949999999999999
2020-11-19,72,35.0,,0.35,25.2
2020-11-20,100,35.0,,0.35,35.0
2020-11-21,21,35.0,,0.35,7.35
2020-11-22,57,34.0,False,0.34,19.380000000000003
2020-11-23,35,34.0,,0.34,11.9
2020-11-24,0,34.0,,0.34,0.0
2020-11-25,33,34.0,,0.34,11.22
2020-11-26,85,34.0,,0.34,28.900000000000002
2020-11-27,19,34.0,,0.34,6.460000000000001
2020-11-28,62,34.0,,0.34,21.080000000000002
2020-11-29,18,35.0,False,0.35,6.3
2020-11-30,34,35.0,,0.35,11.899999999999999
2020-12-01,20,35.0,,0.35,7.0
2020-12-02,58,35.0,,0.35,20.299999999999997
2020-12-03,20,35.0,,0.35,7.0
2020-12-04,0,35.0,,0.35,0.0
2020-12-05,49,35.0,,0.35,17.15
2020-12-06,0,40.0,False,0.4,0.0
2020-12-07,81,40.0,,0.4,32.4
2020-12-08,20,40.0,,0.4,8.0
2020-12-09,40,40.0,,0.4,16.0
2020-12-10,61,40.0,,0.4,24.400000000000002
2020-12-11,46,40.0,,0.4,18.400000000000002
2020-12-12,47,40.0,,0.4,18.8
2020-12-13,43,28.0,False,0.28,12.040000000000001
2020-12-14,21,28.0,,0.28,5.880000000000001
2020-12-15,82,28.0,,0.28,22.96
2020-12-16,42,28.0,,0.28,11.760000000000002
2020-12-17,100,28.0,,0.28,28.000000000000004
2020-12-18,47,28.0,,0.28,13.160000000000002
2020-12-19,49,28.0,,0.28,13.72
2020-12-20,90,39.0,False,0.39,35.1
2020-12-21,81,39.0,,0.39,31.59
2020-12-22,21,39.0,,0.39,8.19
2020-12-23,85,39.0,,0.39,33.15
2020-12-24,75,39.0,,0.39,29.25
2020-12-25,0,39.0,,0.39,0.0
2020-12-26,49,39.0,,0.39,19.11
2020-12-27,70,33.0,False,0.33,23.1
2020-12-28,71,33.0,,0.33,23.43
2020-12-29,44,33.0,,0.33,14.520000000000001
2020-12-30,24,33.0,,0.33,7.92
2020-12-31,26,33.0,,0.33,8.58
2021-01-01,81,33.0,,0.33,26.73
2021-01-02,74,33.0,,0.33,24.42
2021-01-03,47,30.0,False,0.3,14.1
2021-01-04,70,30.0,,0.3,21.0
2021-01-05,45,30.0,,0.3,13.5
2021-01-06,45,30.0,,0.3,13.5
2021-01-07,63,30.0,,0.3,18.9
2021-01-08,22,30.0,,0.3,6.6
2021-01-09,0,30.0,,0.3,0.0
2021-01-10,22,34.0,False,0.34,7.48
2021-01-11,100,34.0,,0.34,34.0
2021-01-12,0,34.0,,0.34,0.0
2021-01-13,0,34.0,,0.34,0.0
2021-01-14,41,34.0,,0.34,13.940000000000001
2021-01-15,69,34.0,,0.34,23.46
2021-01-16,50,34.0,,0.34,17.0
2021-01-17,43,32.0,False,0.32,13.76
2021-01-18,60,32.0,,0.32,19.2
2021-01-19,20,32.0,,0.32,6.4
2021-01-20,20,32.0,,0.32,6.4
2021-01-21,21,32.0,,0.32,6.72
2021-01-22,0,32.0,,0.32,0.0
2021-01-23,50,32.0,,0.32,16.0
2021-01-24,63,14.0,False,0.14,8.82
2021-01-25,20,14.0,,0.14,2.8000000000000003
2021-01-26,21,14.0,,0.14,2.9400000000000004
2021-01-27,20,14.0,,0.14,2.8000000000000003
2021-01-28,0,14.0,,0.14,0.0
2021-01-29,48,14.0,,0.14,6.720000000000001
2021-01-30,82,14.0,,0.14,11.48
2021-01-31,0,32.0,False,0.32,0.0
