Date,breathing_unscaled,breathing_monthly,isPartial,scale,breathing
2019-12-07,49,54.0,,0.54,26.46
2019-12-08,0,18.0,False,0.18,0.0
2019-12-09,0,18.0,,0.18,0.0
2019-12-10,40,18.0,,0.18,7.199999999999999
2019-12-11,0,18.0,,0.18,0.0
2019-12-12,0,18.0,,0.18,0.0
2019-12-13,43,18.0,,0.18,7.739999999999999
2019-12-14,0,18.0,,0.18,0.0
2019-12-15,0,55.0,False,0.55,0.0
2019-12-16,0,55.0,,0.55,0.0
2019-12-17,0,55.0,,0.55,0.0
2019-12-18,0,55.0,,0.55,0.0
2019-12-19,40,55.0,,0.55,22.0
2019-12-20,0,55.0,,0.55,0.0
2019-12-21,0,55.0,,0.55,0.0
2019-12-22,0,64.0,False,0.64,0.0
2019-12-23,0,64.0,,0.64,0.0
2019-12-24,51,64.0,,0.64,32.64
2019-12-25,53,64.0,,0.64,33.92
2019-12-26,91,64.0,,0.64,58.24
2019-12-27,48,64.0,,0.64,30.72
2019-12-28,100,64.0,,0.64,64.0
2019-12-29,0,52.0,False,0.52,0.0
2019-12-30,0,52.0,,0.52,0.0
2019-12-31,0,52.0,,0.52,0.0
2020-01-01,0,52.0,,0.52,0.0
2020-01-02,42,52.0,,0.52,21.84
2020-01-03,0,52.0,,0.52,0.0
2020-01-04,0,52.0,,0.52,0.0
2020-01-05,0,36.0,False,0.36,0.0
2020-01-06,36,36.0,,0.36,12.959999999999999
2020-01-07,36,36.0,,0.36,12.959999999999999
2020-01-08,36,36.0,,0.36,12.959999999999999
2020-01-09,36,36.0,,0.36,12.959999999999999
2020-01-10,0,36.0,,0.36,0.0
2020-01-11,0,36.0,,0.36,0.0
2020-01-12,38,51.0,False,0.51,19.38
2020-01-13,100,51.0,,0.51,51.0
2020-01-14,0,51.0,,0.51,0.0
2020-01-15,0,51.0,,0.51,0.0
2020-01-16,71,51.0,,0.51,36.21
2020-01-17,0,51.0,,0.51,0.0
2020-01-18,0,51.0,,0.51,0.0
2020-01-19,0,71.0,False,0.71,0.0
2020-01-20,0,71.0,,0.71,0.0
2020-01-21,35,71.0,,0.71,24.849999999999998
2020-01-22,35,71.0,,0.71,24.849999999999998
2020-01-23,36,71.0,,0.71,25.56
2020-01-24,41,71.0,,0.71,29.11
2020-01-25,0,71.0,,0.71,0.0
2020-01-26,43,53.0,False,0.53,22.790000000000003
2020-01-27,74,53.0,,0.53,39.22
2020-01-28,0,53.0,,0.53,0.0
2020-01-29,0,53.0,,0.53,0.0
2020-01-30,0,53.0,,0.53,0.0
2020-01-31,0,53.0,,0.53,0.0
2020-02-01,100,53.0,,0.53,53.0
2020-02-02,43,9.0,False,0.09,3.8699999999999997
2020-02-03,77,9.0,,0.09,6.93
2020-02-04,0,9.0,,0.09,0.0
2020-02-05,0,9.0,,0.09,0.0
2020-02-06,43,9.0,,0.09,3.8699999999999997
2020-02-07,48,9.0,,0.09,4.32
2020-02-08,50,9.0,,0.09,4.5
2020-02-09,45,25.0,False,0.25,11.25
2020-02-10,39,25.0,,0.25,9.75
2020-02-11,0,25.0,,0.25,0.0
2020-02-12,0,25.0,,0.25,0.0
2020-02-13,0,25.0,,0.25,0.0
2020-02-14,44,25.0,,0.25,11.0
2020-02-15,97,25.0,,0.25,24.25
2020-02-16,42,49.0,False,0.49,20.58
2020-02-17,38,49.0,,0.49,18.62
2020-02-18,0,49.0,,0.49,0.0
2020-02-19,39,49.0,,0.49,19.11
2020-02-20,40,49.0,,0.49,19.6
2020-02-21,0,49.0,,0.49,0.0
2020-02-22,0,49.0,,0.49,0.0
2020-02-23,0,33.0,False,0.33,0.0
2020-02-24,39,33.0,,0.33,12.870000000000001
2020-02-25,40,33.0,,0.33,13.200000000000001
2020-02-26,76,33.0,,0.33,25.080000000000002
2020-02-27,0,33.0,,0.33,0.0
2020-02-28,0,33.0,,0.33,0.0
2020-02-29,0,33.0,,0.33,0.0
2020-03-01,23,41.0,False,0.41,9.43
2020-03-02,0,41.0,,0.41,0.0
2020-03-03,0,41.0,,0.41,0.0
2020-03-04,0,41.0,,0.41,0.0
2020-03-05,42,41.0,,0.41,17.22
2020-03-06,78,41.0,,0.41,31.979999999999997
2020-03-07,0,41.0,,0.41,0.0
2020-03-08,0,40.0,False,0.4,0.0
2020-03-09,62,40.0,,0.4,24.8
2020-03-10,20,40.0,,0.4,8.0
2020-03-11,41,40.0,,0.4,16.400000000000002
2020-03-12,21,40.0,,0.4,8.4
2020-03-13,0,40.0,,0.4,0.0
2020-03-14,0,40.0,,0.4,0.0
2020-03-15,0,38.0,False,0.38,0.0
2020-03-16,59,38.0,,0.38,22.42
2020-03-17,0,38.0,,0.38,0.0
2020-03-18,19,38.0,,0.38,7.22
2020-03-19,0,38.0,,0.38,0.0
2020-03-20,22,38.0,,0.38,8.36
2020-03-21,24,38.0,,0.38,9.120000000000001
2020-03-22,59,44.0,False,0.44,25.96
2020-03-23,68,44.0,,0.44,29.92
2020-03-24,19,44.0,,0.44,8.36
2020-03-25,20,44.0,,0.44,8.8
2020-03-26,61,44.0,,0.44,26.84
2020-03-27,87,44.0,,0.44,38.28
2020-03-28,71,44.0,,0.44,31.24
2020-03-29,22,100.0,False,1.0,22.0
2020-03-30,100,100.0,,1.0,100.0
2020-03-31,40,100.0,,1.0,40.0
2020-04-01,22,100.0,,1.0,22.0
2020-04-02,0,100.0,,1.0,0.0
2020-04-03,24,100.0,,1.0,24.0
2020-04-04,50,100.0,,1.0,50.0
2020-04-05,47,76.0,False,0.76,35.72
2020-04-06,21,76.0,,0.76,15.96
2020-04-07,0,76.0,,0.76,0.0
2020-04-08,64,76.0,,0.76,48.64
2020-04-09,91,76.0,,0.76,69.16
2020-04-10,50,76.0,,0.76,38.0
2020-04-11,25,76.0,,0.76,19.0
2020-04-12,25,57.0,False,0.57,14.249999999999998
2020-04-13,44,57.0,,0.57,25.08
2020-04-14,0,57.0,,0.57,0.0
2020-04-15,20,57.0,,0.57,11.399999999999999
2020-04-16,0,57.0,,0.57,0.0
2020-04-17,0,57.0,,0.57,0.0
2020-04-18,48,57.0,,0.57,27.36
2020-04-19,66,91.0,False,0.91,60.06
2020-04-20,100,91.0,,0.91,91.0
2020-04-21,41,91.0,,0.91,37.31
2020-04-22,0,91.0,,0.91,0.0
2020-04-23,39,91.0,,0.91,35.49
2020-04-24,0,91.0,,0.91,0.0
2020-04-25,0,91.0,,0.91,0.0
2020-04-26,24,84.0,False,0.84,20.16
2020-04-27,65,84.0,,0.84,54.6
2020-04-28,60,84.0,,0.84,50.4
2020-04-29,20,84.0,,0.84,16.8
2020-04-30,0,84.0,,0.84,0.0
2020-05-01,27,84.0,,0.84,22.68
2020-05-02,28,84.0,,0.84,23.52
2020-05-03,51,41.0,False,0.41,20.91
2020-05-04,24,41.0,,0.41,9.84
2020-05-05,24,41.0,,0.41,9.84
2020-05-06,24,41.0,,0.41,9.84
2020-05-07,0,41.0,,0.41,0.0
2020-05-08,28,41.0,,0.41,11.479999999999999
2020-05-09,0,41.0,,0.41,0.0
2020-05-10,27,64.0,False,0.64,17.28
2020-05-11,49,64.0,,0.64,31.36
2020-05-12,0,64.0,,0.64,0.0
2020-05-13,49,64.0,,0.64,31.36
2020-05-14,77,64.0,,0.64,49.28
2020-05-15,89,64.0,,0.64,56.96
2020-05-16,33,64.0,,0.64,21.12
2020-05-17,30,38.0,False,0.38,11.4
2020-05-18,0,38.0,,0.38,0.0
2020-05-19,0,38.0,,0.38,0.0
2020-05-20,53,38.0,,0.38,20.14
2020-05-21,0,38.0,,0.38,0.0
2020-05-22,30,38.0,,0.38,11.4
2020-05-23,0,38.0,,0.38,0.0
2020-05-24,55,50.0,False,0.5,27.5
2020-05-25,73,50.0,,0.5,36.5
2020-05-26,100,50.0,,0.5,50.0
2020-05-27,50,50.0,,0.5,25.0
2020-05-28,26,50.0,,0.5,13.0
2020-05-29,0,50.0,,0.5,0.0
2020-05-30,0,50.0,,0.5,0.0
2020-05-31,31,36.0,False,0.36,11.16
2020-06-01,45,36.0,,0.36,16.2
2020-06-02,43,36.0,,0.36,15.479999999999999
2020-06-03,0,36.0,,0.36,0.0
2020-06-04,40,36.0,,0.36,14.399999999999999
2020-06-05,0,36.0,,0.36,0.0
2020-06-06,53,36.0,,0.36,19.08
2020-06-07,94,51.0,False,0.51,47.94
2020-06-08,0,51.0,,0.51,0.0
2020-06-09,82,51.0,,0.51,41.82
2020-06-10,42,51.0,,0.51,21.42
2020-06-11,0,51.0,,0.51,0.0
2020-06-12,0,51.0,,0.51,0.0
2020-06-13,54,51.0,,0.51,27.54
2020-06-14,47,68.0,False,0.68,31.96
2020-06-15,86,68.0,,0.68,58.480000000000004
2020-06-16,84,68.0,,0.68,57.120000000000005
2020-06-17,0,68.0,,0.68,0.0
2020-06-18,43,68.0,,0.68,29.240000000000002
2020-06-19,100,68.0,,0.68,68.0
2020-06-20,0,68.0,,0.68,0.0
2020-06-21,96,45.0,False,0.45,43.2
2020-06-22,87,45.0,,0.45,39.15
2020-06-23,0,45.0,,0.45,0.0
2020-06-24,42,45.0,,0.45,18.900000000000002
2020-06-25,87,45.0,,0.45,39.15
2020-06-26,49,45.0,,0.45,22.05
2020-06-27,0,45.0,,0.45,0.0
2020-06-28,47,88.0,False,0.88,41.36
2020-06-29,0,88.0,,0.88,0.0
2020-06-30,45,88.0,,0.88,39.6
2020-07-01,24,88.0,,0.88,21.12
2020-07-02,25,88.0,,0.88,22.0
2020-07-03,0,88.0,,0.88,0.0
2020-07-04,31,88.0,,0.88,27.28
2020-07-05,27,68.0,False,0.68,18.360000000000003
2020-07-06,25,68.0,,0.68,17.0
2020-07-07,100,68.0,,0.68,68.0
2020-07-08,0,68.0,,0.68,0.0
2020-07-09,0,68.0,,0.68,0.0
2020-07-10,0,68.0,,0.68,0.0
2020-07-11,32,68.0,,0.68,21.76
2020-07-12,29,66.0,False,0.66,19.14
2020-07-13,0,66.0,,0.66,0.0
2020-07-14,50,66.0,,0.66,33.0
2020-07-15,25,66.0,,0.66,16.5
2020-07-16,0,66.0,,0.66,0.0
2020-07-17,28,66.0,,0.66,18.48
2020-07-18,63,66.0,,0.66,41.580000000000005
2020-07-19,0,48.0,False,0.48,0.0
2020-07-20,0,48.0,,0.48,0.0
2020-07-21,0,48.0,,0.48,0.0
2020-07-22,0,48.0,,0.48,0.0
2020-07-23,47,48.0,,0.48,22.56
2020-07-24,28,48.0,,0.48,13.44
2020-07-25,0,48.0,,0.48,0.0
2020-07-26,0,55.0,False,0.55,0.0
2020-07-27,0,55.0,,0.55,0.0
2020-07-28,24,55.0,,0.55,13.200000000000001
2020-07-29,24,55.0,,0.55,13.200000000000001
2020-07-30,24,55.0,,0.55,13.200000000000001
2020-07-31,0,55.0,,0.55,0.0
2020-08-01,31,55.0,,0.55,17.05
2020-08-02,27,54.0,False,0.54,14.580000000000002
2020-08-03,72,54.0,,0.54,38.88
2020-08-04,48,54.0,,0.54,25.92
2020-08-05,73,54.0,,0.54,39.42
2020-08-06,0,54.0,,0.54,0.0
2020-08-07,53,54.0,,0.54,28.62
2020-08-08,62,54.0,,0.54,33.480000000000004
2020-08-09,28,51.0,False,0.51,14.280000000000001
2020-08-10,48,51.0,,0.51,24.48
2020-08-11,0,51.0,,0.51,0.0
2020-08-12,0,51.0,,0.51,0.0
2020-08-13,0,51.0,,0.51,0.0
2020-08-14,50,51.0,,0.51,25.5
2020-08-15,81,51.0,,0.51,41.31
2020-08-16,25,77.0,False,0.77,19.25
2020-08-17,23,77.0,,0.77,17.71
2020-08-18,0,77.0,,0.77,0.0
2020-08-19,21,77.0,,0.77,16.17
2020-08-20,22,77.0,,0.77,16.94
2020-08-21,25,77.0,,0.77,19.25
2020-08-22,27,77.0,,0.77,20.79
2020-08-23,23,35.0,False,0.35,8.049999999999999
2020-08-24,0,35.0,,0.35,0.0
2020-08-25,22,35.0,,0.35,7.699999999999999
2020-08-26,67,35.0,,0.35,23.45
2020-08-27,0,35.0,,0.35,0.0
2020-08-28,26,35.0,,0.35,9.1
2020-08-29,0,35.0,,0.35,0.0
2020-08-30,100,75.0,False,0.75,75.0
2020-08-31,93,75.0,,0.75,69.75
2020-09-01,32,75.0,,0.75,24.0
2020-09-02,0,75.0,,0.75,0.0
2020-09-03,0,75.0,,0.75,0.0
2020-09-04,57,75.0,,0.75,42.75
2020-09-05,100,75.0,,0.75,75.0
2020-09-06,0,23.0,False,0.23,0.0
2020-09-07,17,23.0,,0.23,3.91
2020-09-08,17,23.0,,0.23,3.91
2020-09-09,0,23.0,,0.23,0.0
2020-09-10,33,23.0,,0.23,7.590000000000001
2020-09-11,0,23.0,,0.23,0.0
2020-09-12,0,23.0,,0.23,0.0
2020-09-13,18,46.0,False,0.46,8.280000000000001
2020-09-14,48,46.0,,0.46,22.080000000000002
2020-09-15,16,46.0,,0.46,7.36
2020-09-16,16,46.0,,0.46,7.36
2020-09-17,16,46.0,,0.46,7.36
2020-09-18,37,46.0,,0.46,17.02
2020-09-19,0,46.0,,0.46,0.0
2020-09-20,0,39.0,False,0.39,0.0
2020-09-21,50,39.0,,0.39,19.5
2020-09-22,17,39.0,,0.39,6.63
2020-09-23,16,39.0,,0.39,6.24
2020-09-24,16,39.0,,0.39,6.24
2020-09-25,0,39.0,,0.39,0.0
2020-09-26,0,39.0,,0.39,0.0
2020-09-27,0,18.0,False,0.18,0.0
2020-09-28,0,18.0,,0.18,0.0
2020-09-29,0,18.0,,0.18,0.0
2020-09-30,0,18.0,,0.18,0.0
2020-10-01,0,18.0,,0.18,0.0
2020-10-02,0,18.0,,0.18,0.0
2020-10-03,0,18.0,,0.18,0.0
2020-10-04,73,82.0,False,0.82,59.86
2020-10-05,67,82.0,,0.82,54.94
2020-10-06,33,82.0,,0.82,27.06
2020-10-07,100,82.0,,0.82,82.0
2020-10-08,0,82.0,,0.82,0.0
2020-10-09,0,82.0,,0.82,0.0
2020-10-10,0,82.0,,0.82,0.0
2020-10-11,0,29.0,False,0.29,0.0
2020-10-12,72,29.0,,0.29,20.88
2020-10-13,38,29.0,,0.29,11.02
2020-10-14,37,29.0,,0.29,10.729999999999999
2020-10-15,0,29.0,,0.29,0.0
2020-10-16,0,29.0,,0.29,0.0
2020-10-17,0,29.0,,0.29,0.0
2020-10-18,39,30.0,False,0.3,11.7
2020-10-19,36,30.0,,0.3,10.799999999999999
2020-10-20,38,30.0,,0.3,11.4
2020-10-21,0,30.0,,0.3,0.0
2020-10-22,0,30.0,,0.3,0.0
2020-10-23,42,30.0,,0.3,12.6
2020-10-24,48,30.0,,0.3,14.399999999999999
2020-10-25,45,20.0,False,0.2,9.0
2020-10-26,40,20.0,,0.2,8.0
2020-10-27,74,20.0,,0.2,14.8
2020-10-28,37,20.0,,0.2,7.4
2020-10-29,0,20.0,,0.2,0.0
2020-10-30,40,20.0,,0.2,8.0
2020-10-31,42,20.0,,0.2,8.4
2020-11-01,67,26.0,False,0.26,17.42
2020-11-02,92,26.0,,0.26,23.92
2020-11-03,31,26.0,,0.26,8.06
2020-11-04,0,26.0,,0.26,0.0
2020-11-05,0,26.0,,0.26,0.0
2020-11-06,0,26.0,,0.26,0.0
2020-11-07,100,26.0,,0.26,26.0
2020-11-08,95,59.0,False,0.59,56.05
2020-11-09,0,59.0,,0.59,0.0
2020-11-10,0,59.0,,0.59,0.0
2020-11-11,63,59.0,,0.59,37.169999999999995
2020-11-12,32,59.0,,0.59,18.88
2020-11-13,70,59.0,,0.59,41.3
2020-11-14,40,59.0,,0.59,23.599999999999998
2020-11-15,0,29.0,False,0.29,0.0
2020-11-16,31,29.0,,0.29,8.99
2020-11-17,0,29.0,,0.29,0.0
2020-11-18,0,29.0,,0.29,0.0
2020-11-19,32,29.0,,0.29,9.28
2020-11-20,0,29.0,,0.29,0.0
2020-11-21,37,29.0,,0.29,10.729999999999999
2020-11-22,0,28.0,False,0.28,0.0
2020-11-23,0,28.0,,0.28,0.0
2020-11-24,0,28.0,,0.28,0.0
2020-11-25,30,28.0,,0.28,8.4
2020-11-26,31,28.0,,0.28,8.680000000000001
2020-11-27,0,28.0,,0.28,0.0
2020-11-28,0,28.0,,0.28,0.0
2020-11-29,32,29.0,False,0.29,9.28
2020-11-30,0,29.0,,0.29,0.0
2020-12-01,39,29.0,,0.29,11.309999999999999
2020-12-02,76,29.0,,0.29,22.04
2020-12-03,0,29.0,,0.29,0.0
2020-12-04,0,29.0,,0.29,0.0
2020-12-05,47,29.0,,0.29,13.629999999999999
2020-12-06,0,49.0,False,0.49,0.0
2020-12-07,0,49.0,,0.49,0.0
2020-12-08,77,49.0,,0.49,37.73
2020-12-09,39,49.0,,0.49,19.11
2020-12-10,40,49.0,,0.49,19.6
2020-12-11,0,49.0,,0.49,0.0
2020-12-12,0,49.0,,0.49,0.0
2020-12-13,0,41.0,False,0.41,0.0
2020-12-14,0,41.0,,0.41,0.0
2020-12-15,0,41.0,,0.41,0.0
2020-12-16,0,41.0,,0.41,0.0
2020-12-17,38,41.0,,0.41,15.579999999999998
2020-12-18,45,41.0,,0.41,18.45
2020-12-19,48,41.0,,0.41,19.68
2020-12-20,0,32.0,False,0.32,0.0
2020-12-21,39,32.0,,0.32,12.48
2020-12-22,0,32.0,,0.32,0.0
2020-12-23,40,32.0,,0.32,12.8
2020-12-24,100,32.0,,0.32,32.0
2020-12-25,0,32.0,,0.32,0.0
2020-12-26,47,32.0,,0.32,15.040000000000001
2020-12-27,92,77.0,False,0.77,70.84
2020-12-28,0,77.0,,0.77,0.0
2020-12-29,44,77.0,,0.77,33.88
2020-12-30,46,77.0,,0.77,35.42
2020-12-31,0,77.0,,0.77,0.0
2021-01-01,38,77.0,,0.77,29.26
2021-01-02,35,77.0,,0.77,26.95
2021-01-03,100,69.0,False,0.69,69.0
2021-01-04,33,69.0,,0.69,22.77
2021-01-05,0,69.0,,0.69,0.0
2021-01-06,31,69.0,,0.69,21.389999999999997
2021-01-07,29,69.0,,0.69,20.009999999999998
2021-01-08,32,69.0,,0.69,22.08
2021-01-09,0,69.0,,0.69,0.0
2021-01-10,31,57.0,False,0.57,17.669999999999998
2021-01-11,57,57.0,,0.57,32.489999999999995
2021-01-12,0,57.0,,0.57,0.0
2021-01-13,30,57.0,,0.57,17.099999999999998
2021-01-14,0,57.0,,0.57,0.0
2021-01-15,33,57.0,,0.57,18.81
2021-01-16,0,57.0,,0.57,0.0
2021-01-17,29,56.0,False,0.56,16.240000000000002
2021-01-18,28,56.0,,0.56,15.680000000000001
2021-01-19,28,56.0,,0.56,15.680000000000001
2021-01-20,0,56.0,,0.56,0.0
2021-01-21,29,56.0,,0.56,16.240000000000002
2021-01-22,34,56.0,,0.56,19.040000000000003
2021-01-23,35,56.0,,0.56,19.6
2021-01-24,30,57.0,False,0.57,17.099999999999998
2021-01-25,29,57.0,,0.57,16.529999999999998
2021-01-26,89,57.0,,0.57,50.73
2021-01-27,0,57.0,,0.57,0.0
2021-01-28,0,57.0,,0.57,0.0
2021-01-29,33,57.0,,0.57,18.81
2021-01-30,0,57.0,,0.57,0.0
2021-01-31,0,30.0,False,0.3,0.0
